"","Z1","Z2","Z3","Z4","Z5","Z6","Z7","Z8","Z9","Z10","Z11","Z12","Z13","Z14","Z15","Z16","Z17"
"SC18",1.51730539367208,1.38085581223466,0.136055277882666,0.563693207552453,-0.150732032390258,0.976893568704652,-0.134318258058059,-0.388141830654718,0.147409407190301,-1.25745247489248,-1.27279577774731,-0.335606107261221,1.11882773060428,-0.380229213868504,-0.605858194627681,0.80040278644081,-0.224188429917865
"SC33",1.30010202905948,0.869747083595566,0.152194645414987,0.340338950587276,-0.764816528710333,1.14083210577973,-0.205984151795133,-0.490663286989149,1.10684681488406,0.479017234327996,-1.03944867376739,-0.0110557090357895,0.659389611219325,-0.710048478719437,-0.621120109923157,0.43279287214175,-0.332582003789618
"SC361",-1.29285540368855,1.66552435623146,-1.67085499110437,-1.85516568419425,-1.67657294260985,-2.10432921642917,-1.05641310690796,1.47521072101793,-1.61955875192437,0.397279807617275,-1.11305844277473,-0.447203854702329,-1.20171259054541,-0.836325228011738,-0.564682412596263,-1.01184568603358,-0.43053788050411
"SC388",-0.126349653391535,-1.47434036748359,-0.395701303615421,-0.214780895132251,-0.81684199359117,-0.348272246425668,0.161398689034678,-0.722399353816791,-0.25558635723971,0.122713789028279,0.354734580105585,0.0820481141077057,-1.40996110194748,-0.892356749071505,-0.63371974980769,-1.01193865249568,0.110598924044868
"SC391",-0.408446680515969,-1.3566735086448,0.643723645089156,0.816088998129553,1.14480671926072,0.278307918757658,1.07759327994683,-0.290764461625,-0.163395885019354,-1.15830058195171,-1.3264604874261,0.478039788753495,0.568099942683981,0.70983134712977,1.3823200899756,0.862071066381514,0.0537968846747379
"SC424",-0.185836525438718,0.016323720007949,-1.03437121987914,0.855121220642836,0.718915224883608,-0.138484633395724,-0.483027385223378,0.341649472586132,-0.822631573489105,-0.81630491114414,0.748000639608092,0.0463377536371856,0.558183652108912,-0.339330689020968,0.885490212301303,0.82980026807613,0.201643256201149
"SC442",0.282691713657369,-0.592742340971374,-0.241587884186507,-1.04778707838731,0.55750785378528,-2.65173234242056,-0.835894592564879,-0.489654800284655,-1.44772530796369,-0.779942010753084,-0.957033603750197,0.34152062190855,0.0222246194549294,1.22144904819197,-0.531192842652642,-1.01224573000814,-0.0858210616976687
"SC443",-0.172255584290731,1.66467565470519,-1.58012732387645,0.261465011808144,0.791415564751423,-0.880933380192129,-0.520062924860089,-0.849087046578912,-1.02965721422946,0.0217838087603283,0.911420151211989,-0.40996941077929,-1.59241645496224,-0.900813874856584,-0.725243417440263,-1.01662293082345,-0.28119389461004
"SC457",-1.2561768963936,-0.54459551351223,-0.311422433053169,-0.249848693270372,0.610387591968843,-0.729621621670485,-1.03170696821829,-0.453060683639911,-1.08063505432335,-1.05939547737851,-1.36380283583308,0.128065836641775,-0.113570372281006,0.310696691496185,-0.481983251939504,0.280772912073807,-0.234171684473004
"SC455",-1.85221737303107,0.991288812279791,0.757476641913991,-1.10044203309242,-1.55319718488369,-0.397146593522404,-1.03251233300137,0.0728861329605611,-0.246599486059679,0.606484545105164,0.22529680521946,-0.135443667354714,-1.86930977050379,-1.02333831839153,-0.798940165510661,-1.01978490869315,-0.439267941157809
"SC389",-1.75134956015172,-0.545405703186246,0.272753159368805,0.442294404078718,0.537412142772836,0.244710249943217,0.562944878566684,-0.111609553802936,0.0406408219531878,0.825505739781604,-1.0405680010073,0.263925569555885,0.0972080053840574,-0.737631180087991,1.32347729667984,0.752377117922634,0.491691510454486
"SC408",-1.89526636008387,-0.348070562393638,0.0858577788816807,0.443516775440755,-0.284876521933446,-0.244102824861598,-0.844397952679245,0.737787901518038,0.632293643037414,0.987711533834173,-0.977048967908888,0.352869801026285,0.408014752902863,-0.444812158069102,0.499348622277054,0.790863558846934,0.197684403972733
"SC409",-1.98329453171404,-1.09488522531334,-0.330527883466722,0.327951516828768,0.29288989362551,-0.249990964477776,-0.303479283722961,-1.25064686821985,0.394135408382444,0.6661437212906,-0.477056122788076,0.383262699241025,0.580954061271267,-0.852966875052148,0.454927293350678,0.545284373192912,0.0891197693139317
"SC445",-0.58619898071558,-1.34514122191727,1.27635900527289,-0.547338666044314,-1.11679730928865,1.02350287796941,-0.672590205291358,-0.907015318410774,0.830079464884151,-0.395214324844886,0.581081461287353,-0.205982052906405,-0.35943585193596,-0.820965003427916,2.32597265359698,0.205637771639633,0.227689383174631
"SC446",-1.70433814397747,0.832710377042181,0.0926115039876205,0.313479319652233,-0.153522019601239,0.274478495898921,-0.811493959615776,1.08921026486586,0.419021213520178,0.401407352717156,0.133076806429498,-0.480892400350219,0.052002927697478,1.60903432749929,0.102419281468535,0.665926217347676,0.190030771561045
"SC392",-0.547455415156636,-1.05410850048528,-0.395956266450706,0.490818820505213,0.530432464463957,0.0816201179910834,0.200669294014661,0.591736843534244,0.618119190713638,-0.120636491107559,0.799322738461602,0.0771678368227586,0.144411162758422,-0.690231495458185,1.4535535638105,0.821844725306463,0.0479510088117796
"SC386",0.841445090701676,-1.38134963640556,0.799725056510398,0.0249636153403032,0.965425765514439,-0.461225996929415,0.926406171039548,-0.0142500864615399,0.260953667870784,-1.16107319241759,0.604259284729452,0.454992312706002,0.593140061855219,0.52985897810499,-0.562818799972928,-0.999085032314662,-0.0829497262120788
"SC407",-0.136113052316892,-1.54562566122957,0.467573133854519,0.397028279160984,-1.1370175294856,0.549016867422507,1.26522160132202,0.861815959393341,-0.675852076642889,-1.22126492909388,-1.26579196008098,0.168556385503808,0.0856339876295961,-0.736496944546445,-0.696373380453071,-1.0191907314158,0.156944118844219
