names	A_loading	corrs	color
C.25.CLDN4	1	0.0722076201200701	Red
C.25.COX7C	1	0.123346808448217	Red
C.25.CALM2	1	0.00742350573054092	Red
C.25.COX6C	1	0.112988127559861	Red
C.25.COX4I1	0.434819434126798	0.242448201171651	Red
C.17.HNRNPH1	0.252497761764179	0.00433037834281554	Red
C.25.HES1	0.237594449816442	-0.0790584716583052	Blue
C.25.FTL	0.20194998117706	0.644725462612128	Red
C.25.UQCRB	0.162738427860822	0.239717372548717	Red
C.5.KRT15	0.123013125533012	-0.15434305058399	Blue
C.12.SAT1	0.0549010826350032	0.46182641289734	Red
C.25.CALML5	0.0681092040814914	0.449055179307873	Red
C.12.S100A2	0.0962934406759505	-0.410983975158926	Blue
C.25.AZGP1	0.0335879767790895	-0.381840717709379	Blue
C.15.SH3BGRL3	0.00407819559612887	-0.366041651005932	Blue
C.12.C19ORF33	0.11379455076548	0.346396757346229	Red
C.26.MMRN1	0.0424154860805941	-0.318811987190389	Blue
C.4.LUM	0.00270893290312665	0.293448516856856	Red
C.9.ID1	0.0420995618615836	-0.28508179470912	Blue
