"","Z1","Z2","Z3","Z4","Z5","Z6","Z7","Z8","Z9","Z10","Z11","Z12","Z13","Z14","Z15","Z16","Z17","Z18","Z19","Z20","Z21","Z22","Z23","Z24","Z25","Z26","Z27","Z28","Z29","Z30","Z31","Z32","Z33","Z34","Z35","Z36","Z37","Z38","Z39","Z40","Z41","Z42","Z43","Z44","Z45","Z46","Z47","Z48","Z49","Z50","Z51","Z52","Z53","Z54","Z55","Z56","Z57","Z58","Z59","Z60","Z61","Z62","Z63","Z64","Z65","Z66","Z67","Z68","Z69","Z70","Z71","Z72","Z73","Z74","Z75","Z76","Z77","Z78","Z79","Z80","Z81"
"SC272",-1.08274215177573,-8.49176139983453,3.3725481812364,-3.40019717078487,2.72905955328095,-0.101760902143684,-0.945408019083467,3.01459172437808,4.16683796453689,0.541709408423823,-0.545203247452274,-13.0440977583715,7.29916051226501,4.01365609924576,-2.10695024894467,4.5502358178904,-7.10971944462653,1.47616458792158,-1.63047452830167,-5.12149554164344,4.97899071792582,12.6036739076065,1.59677276146707,2.6425071185123,-2.56348309799578,10.0643854544369,5.51409250945929,-4.07350170157137,3.07608241991719,-12.6371338073081,-0.878779988335421,-0.554320162160313,-20.5939483805911,-8.64127941677568,10.6727021969253,0.851780362014414,1.71362416948641,-5.29425558949161,-2.67319237815738,-3.63869285652969,6.42133775464776,1.51283185035943,1.59941335119541,-2.37068871206343,5.53061134222183,1.3237771334218,11.7724488591766,7.53701972317444,-2.75127721278363,-6.35065995118221,-1.01213559001534,6.65705861705933,-0.0257731151743683,8.12807501538298,1.00372390446082,0.861867816753238,0.357142871397146,3.62198658313653,17.2025281241867,5.54357240357197,-0.0485216087602544,-3.70238365693603,5.24182787624833,2.58594892779082,9.45126523705422,7.05161420983616,1.51624893651641,1.98892611341156,1.05464935748326,-4.49291737937676,3.83410577682192,-4.87506957439307,-0.158365738501328,8.1743507367115,-1.74880932817051,7.57036763016289,-2.75029693668867,4.03418558872252,3.10146354960154,4.48934774530104,-1.88621338178576
"SC275",-0.558025324408644,-6.7613244115134,1.14141751356968,-4.67977912718947,4.13982015801405,0.226032594804901,-0.846967768187178,1.14906577955873,4.0209927151614,1.40545569255481,-1.10241137220486,-9.51743987053369,5.2894247042866,3.78091739222131,-1.7750804388904,3.67702828368884,-5.88109593085616,0.285503288914166,-1.07263886474146,-4.04708553552206,4.59356624752588,7.68740293138772,1.80478957356843,2.60515957023554,-1.59029013811108,9.10270841510789,2.77807352625259,-3.56989367789446,2.78553382299279,-9.61613776969526,-2.32551199425989,-0.697928099052002,-17.6102981677046,-5.47344218157041,9.95285242939454,2.80868688393379,3.080760999386,-4.60560067615146,-2.33368585856097,-3.62432996439645,4.68631763160858,1.82860972855478,3.94605132467317,-1.31726320473268,5.31328324005854,1.4371255303554,9.22342804198817,6.84662813335232,-2.33211698831637,-4.75518728044044,-2.349201018,6.37773105082101,-0.461881770002606,8.8620010445427,0.682450592853664,-0.799277991777653,-0.298136815491563,3.40556936266622,13.8132817869377,1.94040043438318,1.62216025455055,-4.64548202432075,4.11586928578711,0.706150744635328,6.54326297921844,4.06950220461935,1.04679557657687,1.84496427253099,-0.510353995410348,-4.66558873251885,3.53582965888867,-4.41752948306622,-2.38128909515402,6.43810308046985,-3.00613437455129,6.4707641162303,-1.05357071679338,3.20704434594448,3.60907073591137,2.46090228647057,-1.65720701403249
"HJ809",-0.701212896888201,-6.39587212643615,3.10294586882366,-5.0513874920076,2.46163946150098,1.03812993473677,-0.872725001735561,1.81744967464685,3.6014144633073,2.52518441519716,-0.404138124406773,-9.81688528710722,5.73678917084991,3.916884125659,-1.14185052347974,3.59323870758711,-6.76525589501751,-0.0456499058974481,-0.979217653276913,-4.18128303479414,4.27291881576918,10.9733916837789,1.56815493142237,2.71173614976974,-1.95604276910186,7.82227806100806,4.55398885960314,-3.520717746117,2.72731706744221,-6.72857093027256,0.236275721045494,-0.563403482144173,-15.8511641231694,-7.68872819409904,9.12641606086798,2.65203732325126,2.65788537342651,-4.19280800693088,-1.17535066557441,-1.9056715962502,4.89944740359751,3.62144607827044,1.60540530657822,-0.936419405033744,5.55862032280184,0.421083613003695,10.0174443520654,9.8328267350427,-0.385420198923627,-4.88913906724244,-2.88912778309188,3.97264064044571,0.173329304301981,8.05568976233638,0.113375731811384,-0.759759853828148,-1.250535454189,4.09152976511573,15.3114877549796,5.82430315032098,-2.77654447344819,-5.65946466025896,1.80289356138836,0.476037576915285,7.87178965273583,6.18396975331496,1.12109466158107,1.38409525220692,1.40219110291927,-4.32612757013044,3.65483982596157,-2.05119478608278,-0.252698550189229,7.33051643800042,-3.51391987950329,6.42025415957776,-0.820441384997924,3.70578318394194,4.34730949547901,4.15809678105483,-0.284924514472315
"HJ867",-0.486845046501036,-5.7519140150023,0.749366696027692,-4.60432739104247,3.59694444862943,-0.516023896511026,0.472454084575843,0.666579491251216,3.92893644199479,2.97012152701282,-1.69317232974998,-9.29262387969293,4.09046868583777,2.90147586953185,-1.24840730739315,3.27653147768862,-5.204271676077,-0.130683213811706,-0.496349552111556,-3.42438230463635,4.67698668942907,10.4552697475679,1.42472376125803,2.56732984711311,-2.28894132896416,7.89117017022651,2.4898193719732,-4.4807116467357,1.34710773101498,-6.87373490073683,0.403818171335601,0.605719794226527,-15.8502151899779,-7.4404457471447,9.17638677796655,3.21962866646938,3.07045551556359,-3.79871567599164,-2.21453352950525,-1.61258934695743,3.13232133968043,1.1904384092921,3.44979040863477,-1.68834578938763,4.84256142611648,2.01922054684762,9.91781179035521,8.30460682526389,-1.35856740885554,-4.56289466319366,0.0295290222245608,6.97468458929896,0.18390818078633,6.39088499993307,-1.45443478467129,0.519828769905697,-1.59000677685138,3.53939287626269,14.1286814193725,4.36408214600176,-1.64344136904266,-3.33889791155566,3.42984603340195,0.926874995480219,6.62335130722187,4.64961363125388,0.830593049117482,2.30785047604238,0.159713856285746,-4.04170811867352,3.66632621653101,-2.67847901632164,-0.702063336653423,6.01805378471931,-2.3647517248281,4.47369595688882,-2.19827425702188,1.96017658030481,1.52387537968292,2.3452650278563,-1.49070306306084
"SC361",-0.996463628859859,-5.88537815668814,3.14073103593793,-4.06859082430718,1.15871491936441,0.601055410545895,-0.754636882713522,0.483319787786599,1.28473558186244,3.30468148296738,0.209426889108909,-6.36179439309983,6.26779892429221,0.861711766808173,-2.06488103521362,1.97795413221222,-5.57909880684303,-0.380476262952658,-3.41280891661159,-4.01668237885642,3.87102982493124,5.60719653910894,2.22878595761266,-0.0377298222675449,-1.70565449229284,4.99666995705957,4.74116938364978,-0.411245870386718,1.15294053727073,-7.09666669509934,-1.59881155493892,0.989930654315891,-13.3734833862385,-5.70282974968981,5.08043389471093,0.851269552177782,0.56909921006472,-4.3519213772434,-2.86474191568233,-2.14327442164074,1.90936956828787,1.91186698547779,1.06467002008196,-2.5548624596537,5.22744842412485,1.77845376307471,6.0116163501136,4.79348182520145,-1.80814817413501,-3.30274344171549,-0.976813641276812,5.032887616047,-0.161562781302541,4.45018427990903,1.75200549403007,-0.720516339462882,-1.50965345211755,2.81300426000122,11.1396642862263,4.14187781140966,-1.13133288092514,-1.74948277998687,3.88065366621229,3.52428697728794,4.74790030010905,5.68414555593808,0.706902968118854,-0.469190805437187,1.42305857737664,-3.81586510839074,1.40325197521864,-1.82756960228242,1.30106002109557,6.35476439169819,-1.79476753279491,3.94947602558478,1.54788119358002,0.94349846151304,4.33129858626078,1.84933951354308,-1.24289079004963
"SC388",0.274213191488854,-12.5655056664268,2.88655538349827,-5.53191595586266,4.45034628286757,1.47461349198306,-0.559498605142113,2.83727289031075,4.2252604187962,0.868913796918121,-1.73308272804942,-16.862020331561,6.50974330309556,2.79306033615992,-3.56220681798865,6.4679957538581,-7.24234425873087,-0.545915649474405,-3.41423222417397,-7.0119790644063,4.68903020580359,13.7357138106154,0.924074927707738,2.73124266526135,-3.37435850174253,11.7195295178662,5.75790938976751,-7.29354461400156,4.34262187357293,-14.0524559777382,-3.3078198746202,-2.85447738660969,-26.3152552423591,-11.1136408492347,12.1090705963522,1.11876150136045,2.54041634122456,-8.61016305414522,-5.4730327120558,-4.06374069075888,6.14281362688028,2.89658030454616,4.82467652047661,-3.84844018496532,5.75864402104853,-1.53676379061964,12.9568269326406,8.36241587501162,-3.50582257417259,-9.75922035400632,-2.45579399140632,8.2292144075133,1.37156362914216,11.3012923257327,-1.73369463843189,-1.2168263952522,-1.03366309182185,4.87598475300397,20.3052534122076,3.44750412135767,0.220069023309351,-5.85047054246816,4.37258713534785,1.74922774299196,12.5528996741551,6.82975225362504,0.439127329084238,0.859599520899785,0.186218030865792,-7.16662977491205,4.83976794032763,-6.35940736450087,-3.99322999476038,6.67270575601651,-6.07042944221332,9.01684531161667,-3.72343010475226,3.12917073798722,2.16570764936189,3.7589682033345,-2.4929572412822
"SC391",0.936507932146696,-7.23008969942249,2.67377902995069,-3.95732559639507,3.96661652743568,1.22476370627483,0.457432850922828,2.04551939688183,3.38395334020863,0.388929670658868,-1.65766963002102,-12.4712074639977,6.48809864334665,3.42679827607824,-2.11888418680317,5.12813087638321,-5.49034448069137,1.17572055644185,-1.63772514189631,-4.65251870821766,4.42801922997991,11.7886332717958,1.54496764555463,2.22119291181696,-2.31134231433776,7.0742034472022,5.40152400357692,-3.35111867895653,4.36771514766581,-9.14018638502744,0.326022518983276,-0.437506485171303,-17.0118463764018,-8.68706133378402,8.7969346321217,2.68292088116606,2.83515832898041,-5.87362184132975,-3.0094164822663,-1.05611335938321,3.94306472443003,3.06524576274709,4.74237382354986,-1.33963989155582,4.8223372084647,0.0595967572072557,10.2366325258698,9.54733365448342,-0.534125191258868,-5.80276776671552,-1.28864365866443,6.85001540488169,1.57488911386223,8.89213542077072,-0.950068083125517,0.573909474015647,-0.410425076365129,3.69887246027207,15.4511445165725,1.6448887117596,-2.72852971486361,-3.87618147004126,2.74835283891212,1.04360842878495,9.64917233996614,4.77300109979218,-0.270656083307996,1.6310395165044,-0.0825537512148991,-4.42720445553463,4.40881470509355,-2.48054010744732,-1.15143210470512,8.17776688888095,-2.32067281793357,8.12068953165329,-1.1779980887906,3.76778922576122,2.74494767697618,4.53571323511346,-0.00296545440719798
"SC424",0.862854761719961,-10.3980623906474,2.28579136655584,-5.13592836057365,4.63892784516196,1.37956684082712,0.389836787035721,1.93590052686279,3.9059491822354,2.29095270300422,-0.474152662325623,-13.0690921905391,8.19747799533783,2.20757336728863,-3.12942940749302,4.26020067321206,-5.92833267135681,1.4460846519425,-2.96390542061408,-5.64121289022255,4.73251092122839,12.20740446547,1.23231465906917,2.41814310916724,-1.94182501453,10.8374442340439,4.82022580830378,-3.04253898653478,4.8725868966698,-12.5648230882033,-0.5961840804876,-1.80820673749002,-22.3590326927948,-10.2348955017485,9.70401384497386,3.17968058706656,3.52882489151005,-7.05992400388709,-4.42582910217469,-3.02098086436574,5.89154422686893,1.9000661374979,3.87984368872011,-2.53827075426342,5.9736739936313,-0.444554020383558,10.7568756259789,9.28514998396305,-2.89380932849966,-7.48040292428851,-1.09895377055106,7.40063631512804,1.43832304822079,10.8150212471892,0.671721398737703,-0.238333593826728,-1.84792009268232,4.60960788988681,16.5533447568661,2.5827314962522,0.920212141020997,-4.72223610626018,3.55614645009061,0.775644147978679,9.85908134926238,6.90432418102081,0.109958733673847,1.49773183460201,-0.292713245222172,-4.87870634842832,4.63154009358361,-4.73210877493196,-1.6716841590124,9.5690373983635,-2.11342840700758,10.035946174682,-1.1353440281035,3.97148715221686,2.91211814904329,4.84972491401119,-0.282301521575783
"SC442",1.33074270494093,-6.48373890528783,2.52589050898373,-3.75739600804361,3.57093494694493,0.781525146747484,0.634489189065283,1.8161792572439,3.19304025948764,1.21857837563158,0.176459210265446,-10.0888590654575,6.33819277867884,1.89949523283319,-0.906620564058654,4.39738635104324,-4.49699341864549,1.11088624375703,-0.963419416530719,-3.93919655339259,3.8260299692478,8.51547130662894,0.824720870072029,2.74572889721425,-0.937347649394422,5.2146872772688,4.52331750084335,-3.105492459146,4.10310036507866,-4.98754363934614,-0.208680162437513,-0.802267206970437,-12.1617802725258,-7.21136515018633,6.20633409393332,2.47303849367032,2.74066392248167,-4.67947488103434,-3.24380723223902,-0.00147898197696109,4.14635989669718,1.18575927316985,4.38001706927687,-0.546160219488997,4.08488193279141,-0.0292550255688871,6.819905977806,8.09902777906054,-1.74920135147097,-7.26162551946172,-2.34057890330378,3.38631300166358,1.94402109498945,7.25612652324475,-0.516607537096982,1.02593088085884,0.438130318093377,2.76469295906822,11.4086123200641,2.27411912975922,0.0587147776114977,-2.70318120356916,4.00202199507188,0.245790322297019,8.44609948891817,4.10908900962093,-0.416317122499081,1.00885889797625,0.0292326956248222,-3.81206476796367,3.60720439952922,-0.813332072993243,-2.04770478357182,6.15489619599707,-2.4055635777713,6.42247271566224,-0.430543298145656,3.09798563724379,2.30650129177911,2.18556975438609,-1.25444572127376
"SC443",1.81446946288075,-9.37600426799778,2.21411191774316,-3.91294419614079,1.95727986954968,-0.437970058844995,0.277596781295094,1.04806128734246,1.92649342288656,3.77164090799123,0.125430983717887,-11.2247987373542,7.5608358839361,1.56425238899768,-2.94987807895768,4.03139047631496,-4.71865260834701,1.70584332724718,-3.0506931044847,-6.08145694669845,4.44774628696396,11.617795071083,1.89455181406501,2.80814700258303,-2.9227132987253,8.76694245981076,2.86131335724687,-4.60877024031677,3.60238893582954,-9.99900081009785,0.097632986520817,-0.252028949822703,-18.451145117146,-8.37285607270801,7.94831719531551,3.08117816037648,2.97076488939456,-5.52378603255767,-4.43851728857683,-2.47745623397899,5.14793044348239,3.55563119677701,1.55030282097986,-4.34977005900866,6.08163704251309,-0.375256153795119,9.12086222053791,9.05896938953303,-0.817110041233145,-6.67184605861968,-1.43326866988091,5.72134907538485,1.36108975557312,9.46540887052117,-0.88938444076163,-0.857071101225372,-2.48185956711969,4.15776982635519,16.0523243668011,3.14988063044696,1.59889616727417,-3.21809112286111,4.13828517634499,1.57624241564117,9.21052940127304,6.62388200605691,-0.0525996735497056,0.165668707876426,0.284300600290655,-5.37225428554234,3.6275210238798,-3.56560459935662,-3.0504453009352,7.78486311933903,-3.50557855346577,6.57200493275291,-2.26187254137703,1.91404526871904,1.56684428407486,2.73183132183436,-1.80644439731863
"SC457",0.700951240273181,-3.44557106267847,2.2840302443396,-1.99691166743765,1.85592699144513,-0.525496727150914,-0.168341414686112,0.775275257045924,2.71493599516001,0.446547231798465,0.903033917147899,-5.48584717918153,4.47292698650073,1.49396171835557,-0.0194279353569837,3.0442922002226,-2.77627650412712,1.20171271721003,0.521498761764599,-2.73579961701639,2.7463709075015,7.47635373183526,1.50490333914638,2.39812829398015,-0.556004457849086,2.67342153001729,3.28912487973532,-1.71616585414182,3.87002065679276,-1.718385315117,0.434293723305624,0.653148622950707,-5.37886066611894,-5.05203263406073,3.59667615632574,2.68305133361231,2.51910047015721,-1.75098090777399,-1.91866957602482,1.00832422423298,2.5016260911973,1.85354993357703,1.5853851982984,-0.530104494979763,3.7811341908917,0.609185425074372,4.15047759034404,7.36516274335803,0.343010708534918,-1.82824619698775,-0.619408293994363,2.9622158553323,1.33606348117683,4.42898547299188,0.449948229436912,0.885557210786998,-0.474961817574879,1.81354301453036,9.37306372677409,2.07836268765461,-1.22178737875708,-1.10464575451868,3.09395630693068,-0.465651413544239,6.16871777014869,3.77553763170585,-0.238440583166977,0.102878227568365,0.707739663873203,-1.9315369174786,2.47878502622987,-0.545163239219081,-2.16631427328694,3.82378959278476,-1.71373528406977,2.65492542807492,0.572389918597509,2.84726955826931,1.53470153327499,2.44041076941644,1.1844208793429
"SC455",2.81195863061714,-10.6740789870054,-0.645480785170596,-5.81155047607413,4.42139716067487,2.42865397366314,-0.644452240060961,1.38704456311912,3.58092948152697,2.96196271868524,-1.83548060933666,-11.4629964693629,7.79404550389454,3.66362710756626,-3.16293006743884,4.6692277963208,-6.84305668875877,1.76291561988363,-2.25590192017663,-6.39608647169232,1.85100215437967,11.3111642050071,1.586654101261,2.68312572108675,-2.22683990824161,8.67669904959778,3.99010267353828,-4.39630604118529,4.92896176437267,-12.3117228492534,-2.8000309053516,-3.93632241327171,-21.6041375721976,-10.5929335433149,9.13324921419455,2.11512265743668,3.03906843319058,-7.17446936926076,-3.93473532267553,-2.19670556441959,3.58096807959037,1.20580801982716,1.50782253513771,-3.55099632723815,1.96199232282756,-1.82957724396876,10.1322059360921,9.10436158793628,-0.357492210907806,-6.58333499343125,-1.71738943071881,6.43086360635995,1.22508346264729,7.14214479366329,-0.394958880019474,-0.0643169583199047,-1.16840128493091,3.68522673027007,15.3577411708778,4.62885380291335,1.06000261951564,-3.61967066223676,5.14195197686753,1.23152013118485,7.85129945480017,4.58770144272869,-0.0876967598802822,0.441183692128029,2.05794001696176,-6.13086913155319,2.37518857847258,-5.51939318078923,-3.02976980303566,4.73776796491206,-4.4231992524659,7.21245103581861,-2.66670948247131,2.26442194654417,1.88917559580614,2.93850915786989,-1.99876084346415
"SC389",-0.0173053225104351,-8.40201879672235,3.71105477638885,-4.14626552158843,2.65591292415787,2.00196251336567,-1.1151939352085,1.73927308328035,3.52519513105814,1.36263567568337,-1.05405228554352,-11.6470891686711,6.23600785566261,2.65846821798825,-1.63078188263889,5.23021563568742,-6.22890072422549,0.560557073190019,-1.82250584310706,-4.767214879605,4.15524332029095,11.7971004563928,1.3069154663861,2.26794132200612,-0.949835929821545,7.36469034643021,5.21191233699973,-4.19583090520406,3.58488966605686,-7.88332338180075,0.0974005174766209,-0.698367689007497,-17.0744585810961,-7.4420156242477,9.62962004797736,3.15567242711203,3.21650677809234,-5.27227841529093,-2.92798482112331,-0.698748007640053,3.9911184171441,2.94196673589542,1.73848251357688,-1.60960558707704,4.2212762905192,-0.202475434408704,10.1512474041199,10.3188675551228,-0.570929749837543,-6.03217139412168,-1.27681283870905,6.60277148134869,2.3347072916545,8.34618410106475,-0.572585423951237,-0.729402220605235,-0.718477330099424,4.32346012301839,16.0220762547394,4.31271653427834,-2.42561406094324,-3.9522595077344,4.2799615503281,2.98582592542603,9.94924212663462,5.68507724406993,0.973471967149285,0.764621267635303,1.07203912327837,-4.33967446867945,3.92298239352112,-3.17518438444674,-0.77156907784172,7.34498600305877,-2.91125758865247,4.62254951336662,-1.20238704625888,3.72429002509181,3.58929896648596,4.6258359552564,-0.334211524360856
"SC408",0.7806101292173,-10.7450839086742,3.29069573590016,-4.20142357566489,4.35834687832151,2.94697309121829,-1.12769001634508,1.66433148895246,3.69240815495143,1.91477243580017,-1.74698505877,-13.1236856074249,5.29648486200414,2.9953459513341,-3.17244856038582,5.84846351469184,-5.69396237213892,-0.347174589094493,-2.38482492997073,-6.88717135254973,4.46214769704495,12.2633779392598,-1.22498328511466,-0.148235331568407,-2.33676438283242,9.32844769683157,4.2836232718323,-6.10143376215291,4.1325173314973,-10.126875044414,-1.45340520461091,-2.32627166675528,-21.6221278969102,-9.39056381145276,9.81055840410441,2.20785165066107,3.37989637890608,-6.69696840448197,-3.34959971410573,-3.7299438334846,4.13778027372992,1.38272007994714,5.78200463902462,-2.2282495959035,2.45520167388789,-1.2176100658741,10.5743772713118,9.98081136493076,-0.995487377269236,-7.46342570139726,-1.98789256122302,6.96147797937056,1.89411807835127,9.52517354216067,0.916678301865293,-0.510841449066197,-1.59385475803845,4.46794674979951,17.9205641177723,5.16444190016566,-3.13724806442615,-3.91795326536436,4.59479141980829,2.95470960705231,10.3651396421499,7.29872703389601,0.535768485418291,1.4134227012661,0.863104265493098,-5.11284908495817,4.35882760784731,-5.97047179195045,-1.20263119947031,7.54580770141521,-4.57826000804251,7.69029033404865,-1.85692265347835,3.9768358544283,4.33350286992839,4.86735919543004,-0.530410938440943
"SC409",0.699255455963354,-3.76320541834525,0.374899164481024,-3.37171235369513,1.71443610158932,2.06028914521605,-0.478670675142153,0.817615299818209,2.35210607657067,0.304456232631429,-1.17629132738875,-5.3316149538566,2.79924193626653,1.33416382963635,-1.25228744595575,3.25723769707182,-2.24300672395655,-0.330487420432851,0.321424317731679,-3.1322320096852,4.04555894198991,7.51703237815528,-0.755875018218957,2.31158673953559,-0.407798268960938,3.90892487240199,2.03597656066783,-2.66941753363431,3.31471547028635,-4.01451866759974,0.401441894020444,1.24355555340266,-7.91493275853825,-3.98053984505488,5.30653268532587,2.29412881374043,2.87291697844665,-2.35657829668583,-1.05303568568089,0.157826520780812,2.15956396705554,0.793091210981129,1.07057511962688,-0.115467192191069,3.82331306950389,0.521106439907472,5.33593412850977,7.01384252158071,0.561277162823786,-2.09373180972284,-0.532891662107223,3.88279095275159,1.87276834744018,5.55711593878997,-0.861728520542836,-0.436831671810569,-1.40689917689671,2.76925814373801,9.70699793988785,4.02495433219904,0.0230019628692882,-0.9676513660769,3.94565506169147,1.83427902273907,5.90034158787428,2.71993252280281,1.0312223291505,1.06668295016108,-0.26502294073866,-1.72707634417922,2.74823428465602,-1.64643560704957,0.997651629553954,4.59211280583162,-0.574339856286637,2.71870694598589,0.430700333890663,2.82335931410952,3.03574186965084,2.98461977101062,0.738450574634624
"SC445",0.162731677988864,-10.4573188605192,3.43141408128024,-2.40121538736373,2.99321613183793,1.01226236717608,-0.521131389899659,3.23795986253532,3.21210646687927,0.495951760376011,-0.915638990427532,-11.197185589862,7.20423317195535,4.05777530762783,-3.53869313121728,4.86718692972057,-5.22414662517444,1.05203097671849,-3.06256845486274,-5.70316404464307,4.88206094976776,9.66557370040205,1.73828870132357,2.94049450663105,-3.15356218265985,9.61964083971452,5.09084414248848,-3.85363683722391,4.47921907918827,-12.8410714259711,-2.49895537750931,-0.707037844614277,-22.6368393413247,-9.43417217334102,8.27619039565886,0.860676457930635,1.7902891969811,-6.17195075650314,-4.3195844794129,-4.31697284772275,6.1941324991844,1.60344648568343,1.45238476382833,-2.35625992372253,5.97553605981217,0.907096826214965,11.0733854701149,7.24380890811245,-2.52422011648918,-5.40770359256121,-1.33292252097895,6.72120789439767,1.51437306048149,7.40384425125568,-1.07896984112385,-0.839357930265591,-1.57234170624215,4.46832729925341,16.0224207842128,2.97983185983825,0.937997475636902,-4.35102882351005,3.68630414707143,2.4431579931372,10.0134569772104,8.14464500395976,1.23551192876246,-0.00717602104914773,2.22805124899483,-4.50726204854528,4.05137303076153,-6.37967736232352,-0.227676815890455,6.83404411241012,-4.37478201411292,9.0779539065423,-1.44831250992302,3.8688104547053,1.86590825522172,4.68698759535452,-1.89548366883473
"SC446",0.434072580306593,-7.92351019154736,2.98522373777996,-3.20060919948585,3.07388133714394,2.04024285230238,-0.739684595286164,1.02374935126125,1.37241117952402,2.70186748237571,-0.150960927686462,-9.9898989651778,5.98639441754232,2.55857918582365,-2.57184809977739,3.19026335956848,-4.5048447885847,0.83144764705731,-2.22944240692378,-4.0818104143553,4.47014361900146,10.4313015505088,1.65198680233168,2.54055246003207,-0.565288567525881,7.90755857210644,5.11919969827616,-2.73084504320982,3.9991938558948,-8.50076902146838,0.359633824652851,-1.96676909550612,-16.8998375379014,-8.42374374130388,7.43735092218858,2.41976870491241,2.92654737372914,-5.03425201876061,-2.60999910906101,-1.08511243580688,5.55144920162456,2.75204317367051,2.81804537388667,-1.34058574039982,4.39490024983713,-0.737636100212358,8.94061610872334,8.69974471290494,-0.103726232050903,-4.96605717214488,-0.566716351247761,5.97428154137317,1.91231369471541,5.30516544978677,1.18524715336197,0.557429809234029,-0.590205430125588,3.81318796373908,14.5496424278619,4.61718716000966,0.640425236596033,-2.56037209988087,4.78080147947399,1.18755729823527,9.59111487532948,6.59676900258265,0.816062716791892,1.14694134541934,1.87826521355259,-4.11499994834274,3.10284937939107,-3.45965102390842,-0.353974419447771,6.60405776663182,-3.59692525894934,8.7059162034581,-0.832714104653057,3.49701935456937,4.21657110796574,3.98626220989713,0.429429008966944
