names	A_loading	corrs	color
C.25.JUNB	1	0.261458322147094	Red
C.27.UBC	1	0.37274560170419	Red
C.11.TXNIP	0.351665769284762	-0.149944652591677	Blue
C.22.TMSB4X	0.255077245568228	0.262192286206657	Red
C.1.SAT1	0.229343664055952	-0.00456292929219633	Blue
C.17.GEM	0.206826381659418	0.38046688148108	Red
C.20.HLAA	0.202995478841903	0.394295864811982	Red
C.25.JUN	0.202123047221885	-0.0187953178953166	Blue
C.29.LAPTM5	0.199913357545236	0.16738003289484	Red
C.1.TMSB10	0.171728110179967	0.0836666630870701	Red
C.12.SAT1	0.120812953435082	0.46182641289734	Red
C.25.CALML5	0.00949384930638458	0.449055179307873	Red
C.15.CTNNBIP1	0.0186694409923752	-0.415223787831345	Blue
C.12.S100A2	0.0231744217545733	-0.410983975158926	Blue
C.25.TMSB4X	0.0980482685065047	0.406230056043281	Red
C.25.AZGP1	0.0685200694747853	-0.381840717709379	Blue
C.27.JUNB	0.0579131315630049	0.363047435259611	Red
