names	A_loading	corrs	color
C.29.PRDX1	1	0.454680916728815	Red
C.29.SERBP1	1	0.28808762637777	Red
C.29.UQCRH	0.641959408681564	0.0318754359088598	Red
C.18.NEAT1	0.435692495658799	-0.045545612172463	Blue
C.27.TPT1	0.236234244651466	-0.0489867175229752	Blue
C.12.S100A6	0.206494250419515	-0.514611497590692	Blue
C.11.ACTB	0.201758942439853	-0.14063231014678	Blue
C.10.RSRP1	0.196034590174901	-0.0319384053755857	Blue
C.10.EEF1D	0.18506412502095	-0.011800679203956	Blue
C.29.NASP	0.182399035821689	0.243294143467624	Red
C.25.TMSB4X	0.0206121988204024	0.406230056043281	Red
C.20.HLAA	0.0439748508843016	0.394295864811982	Red
C.26.SOX4	0.0536755299934168	0.358394996187078	Red
C.17.ID3	0.145005067932349	0.344289093061161	Red
C.21.MIF	0.0170682069313105	-0.30444293888462	Blue
C.25.ACTG1	0.121926837472887	0.273778407207048	Red
C.12.CAST	0.0388453855592127	-0.27152244364474	Blue
