names	A_loading	corrs	color
C.8.AQP1	1	0.370135777136182	Red
C.9.AQP1	1	0.333030202129158	Red
C.9.CTSC	0.178744971831445	0.0717605553952289	Red
C.11.AQP1	0.160749743824517	0.239457793067205	Red
C.26.MIF	0.139639998475711	0.328685063359422	Red
C.6.NDUFA4L2	0.136672781830473	0.213735102491824	Red
C.6.MFGE8	0.133517624383156	0.00832434346237646	Red
C.4.HES1	0.129309380103718	-0.138401886320059	Blue
C.6.TIMP1	0.127598036213652	0.0682904472931994	Red
C.11.HLAE	0.113036671947852	0.0872574186065032	Red
C.12.S100A6	0.0387663396444337	-0.514611497590692	Blue
C.25.CALML5	0.0295072179482256	0.449055179307873	Red
C.26.ANGPT2	0.00512750869284607	0.446174708261951	Red
C.15.CTNNBIP1	0.00623526332789375	-0.415223787831345	Blue
C.25.TMSB4X	0.0389736877311046	0.406230056043281	Red
C.20.HLAA	0.00713043850917152	0.394295864811982	Red
C.25.AZGP1	0.0350070695012013	-0.381840717709379	Blue
C.17.NFKBIA	0.0416837712945528	0.379948821766138	Red
C.16.RGS2	0.0510280439867551	-0.367733933993599	Blue
