names	A_loading	corrs	color
C.25.DCD	1	-0.58738489092905	Blue
C.25.MUCL1	1	-0.533564474382629	Blue
C.25.SCGB2A2	1	-0.411438383353384	Blue
C.25.SCGB1D2	1	-0.352761710250116	Blue
C.25.SCGB1B2P	1	-0.47614827137319	Blue
C.25.KRT14	1	0.485816849607527	Red
C.25.ELF3	1	0.368622030503182	Red
C.25.UBA52	0.602671866247243	0.696094332963381	Red
C.21.KRT7	0.437513785758599	-0.40633699241919	Blue
C.25.AZGP1	0.291862359762677	-0.381840717709379	Blue
C.25.FTL	0.056485561504452	0.644725462612128	Red
C.12.SAT1	0.0477316570296041	0.46182641289734	Red
C.25.CALML5	0.11883271472461	0.449055179307873	Red
C.26.ANGPT2	0.168813795110584	0.446174708261951	Red
C.15.CTNNBIP1	0.162135917505257	-0.415223787831345	Blue
