names	A_loading	corrs	color
C.26.ZFP36	1	0.0627499973153026	Red
C.26.GADD45B	1	0.353485475691365	Red
C.26.DNAJB1	1	0.213939167666612	Red
C.26.HES1	1	0.121817477299889	Red
C.26.JUNB	1	0.190127739705412	Red
C.26.DUSP1	1	-0.0207310560050208	Blue
C.26.JUN	1	-0.0401721514538855	Blue
C.26.FOS	0.658672892474813	-0.0150723032767148	Blue
C.4.APOD	0.373289428449359	-0.0057037168168135	Blue
C.25.UQCRB	0.28317316473241	0.239717372548717	Red
C.17.IER3	0.103063720836698	0.475626006908217	Red
C.15.CTNNBIP1	0.123572310035974	-0.415223787831345	Blue
C.12.S100A2	0.104199092340779	-0.410983975158926	Blue
C.16.RGS2	0.0214840323290568	-0.367733933993599	Blue
C.26.SOX4	0.0932814872433643	0.358394996187078	Red
C.26.MIF	0.0204250066531952	0.328685063359422	Red
C.9.ID3	0.0028081793387321	-0.306231340920123	Blue
C.21.MIF	0.0616551675524493	-0.30444293888462	Blue
C.7.CXCL12	0.0177258904495882	-0.292833320804745	Blue
