Query.Mass,Matched.Compound,Matched.Form,Mass.Diff
176.09168,C00352,M-HCOOK+H[1+],3.53322997170835e-06
176.09168,C00140,M-HCOOH+H[1+],9.64667700031896e-05
176.09168,C00645,M-HCOOH+H[1+],9.64667700031896e-05
405.22556,C05503,M-CO2+H[1+],0.00161646677003091
405.22556,C02165,M+HCOONa[1+],0.000783533229991917
405.22556,C05356,M+HCOONa[1+],0.000783533229991917
405.22556,C05965,M+HCOONa[1+],0.000783533229991917
405.22556,C05966,M+HCOONa[1+],0.000783533229991917
405.22556,C14781,M+HCOONa[1+],0.000783533229991917
405.22556,C14808,M+HCOONa[1+],0.000783533229991917
405.22556,C14810,M+HCOONa[1+],0.000783533229991917
405.22556,C14812,M+HCOONa[1+],0.000783533229991917
405.22556,C14813,M+HCOONa[1+],0.000783533229991917
405.22556,C14823,M+HCOONa[1+],0.000783533229991917
405.22556,C11061,M-C3H4O2+H[1+],0.00161646677003091
200.103,C00475,M-CO2+H[1+],2.35332300064783e-05
200.103,C00881,M-CO+H[1+],0.000123533230009798
109.10115,C06423,M-H4O2+H[1+],7.35332299939273e-05
84.08074,C00408,M-HCOOH+H[1+],0.000136466769987464
84.08074,C00450,M-CO2+H[1+],3.64667699841448e-05
84.08074,C05936,M-HCOOH+H[1+],0.000136466769987464
180.08665,C00329,M+H[1+],2.64667700093923e-05
180.08665,C00956,M+H2O+H[1+],2.64667700378141e-05
187.05772,C01019,M+Na[1+],5.64667700189148e-05
187.05772,C02538,M+H+Na[2+],4.35332299559832e-05
187.05772,C05699,M-HCOOK+H[1+],0.000156466770050656
85.02838,C00074,M-HCOOK+H[1+],3.53322998591921e-06
85.02838,C00544,M+2H[2+],4.64667700015298e-05
85.02838,C00232,M-H2O+H[1+],3.53323000013006e-06
85.02838,C00109,M-H2O+H[1+],3.53323000013006e-06
85.02838,C00164,M-H2O+H[1+],3.53323000013006e-06
85.02838,C00349,M-H2O+H[1+],3.53323000013006e-06
85.02838,C06002,M-H2O+H[1+],3.53323000013006e-06
85.02838,C01161,M+2H[2+],4.64667700015298e-05
85.02838,C05577,M+2H[2+],4.64667700015298e-05
124.11207,C05587,M-CO2+H[1+],6.46677000304408e-06
147.04405,C00672,M-HCOONa+H[1+],2.64667700378141e-05
147.04405,C00673,M-HCOONa+H[1+],2.64667700378141e-05
147.04405,C05582,M-H4O2+H[1+],7.35332299939273e-05
147.04405,C05583,M-H4O2+H[1+],7.35332299939273e-05
147.04405,C00166,M-H2O+H[1+],7.35332299939273e-05
147.04405,C02763,M-H2O+H[1+],7.35332299939273e-05
164.0917,C04076,M+H2O+H[1+],7.6466770025263e-05
164.0917,C02946,M+H2O+H[1+],7.6466770025263e-05
95.06032,C00388,M-NH3+H[1+],5.6466769990493e-05
95.06032,C00785,M-CO2+H[1+],5.6466769990493e-05
95.06032,C05828,M-HCOOH+H[1+],0.000156466769993813
95.06032,C00153,M-CO+H[1+],4.35332300128266e-05
161.09203,C21015,M-C3H4O2+H[1+],4.64667699873189e-05
175.10772,C00437,M+H[1+],4.35332299844049e-05
227.10268,C00931,M+H[1+],3.53322997170835e-06
227.10268,C00328,M+H2O+H[1+],3.53322997170835e-06
227.10268,C05647,M+H2O+H[1+],3.53322997170835e-06
227.10268,C16582,M-CO+H[1+],0.000103533229975028
227.10268,C16584,M-CO+H[1+],0.000103533229975028
152.08184,C01152,M-H2O+H[1+],6.35332299907532e-05
152.08184,C19563,M-C3H4O2+H[1+],3.64667699841448e-05
152.08184,C19566,M-C3H4O2+H[1+],3.64667699841448e-05
152.08184,C07585,M-CO+H[1+],6.35332299907532e-05
189.10225,C05841,M-HCOONa+H[1+],0.000273533229943723
260.08772,C16612,M-H4O2+H[1+],0.000743533229979221
130.08623,C00047,M-NH3+H[1+],4.64667700157406e-05
130.08623,C00408,M+H[1+],4.64667700157406e-05
130.08623,C05936,M+H[1+],4.64667700157406e-05
271.08124,C20934,M(S34)+H[1+],0.00123646677002398
120.06545,C00188,M+H[1+],2.64667699951815e-05
120.06545,C05519,M+H[1+],2.64667699951815e-05
120.06545,C00025,M-CO+H[1+],2.64667699951815e-05
120.06545,C05938,M-CO+H[1+],2.64667699951815e-05
120.06545,C05947,M-CO2+H[1+],0.000126466769998501
120.06545,C00217,M-CO+H[1+],2.64667699951815e-05
341.1709,C00951,M+HCOONa[1+],0.00137646676995473
116.07066,C00077,M-NH3+H[1+],1.64667699920074e-05
116.07066,C00148,M+H[1+],8.35332300113123e-05
116.07066,C00763,M+H[1+],8.35332300113123e-05
116.07066,C00515,M-NH3+H[1+],1.64667699920074e-05
116.07066,C00956,M-HCOOH+H[1+],1.64667699920074e-05
273.18488,C00951,M+H[1+],3.53323002855177e-06
273.18488,C05285,M-CO+H[1+],0.00010353323000345
273.18488,C05297,M-CO+H[1+],0.00010353323000345
273.18488,C05299,M-CO+H[1+],0.00010353323000345
273.18488,C05490,M-C3H4O2+H[1+],9.64667700031896e-05
154.0863,C03758,M+H[1+],2.35332299780566e-05
154.0863,C00082,M-CO+H[1+],0.000123533229981376
154.0863,C00355,M-CO2+H[1+],2.35332299780566e-05
114.09128,C02714,M-NH3+H[1+],9.64667700031896e-05
114.09128,C00123,M-H2O+H[1+],3.53322998591921e-06
114.09128,C00407,M-H2O+H[1+],3.53322998591921e-06
216.06312,C01233,M+H[1+],5.64667700189148e-05
216.06312,C00352,M-CO2+H[1+],5.64667700189148e-05
216.06312,C00123,M+HCOOK[1+],5.64667700189148e-05
216.06312,C00407,M+HCOOK[1+],5.64667700189148e-05
216.06312,C05598,M+Na[1+],5.64667700189148e-05
216.06312,C16587,M+Na[1+],5.64667700189148e-05
216.06312,C16595,M+Na[1+],5.64667700189148e-05
147.06514,C00117,M-HCOOK+H[1+],3.64667700125665e-05
147.06514,C00199,M-HCOOK+H[1+],3.64667700125665e-05
147.06514,C00231,M-HCOOK+H[1+],3.64667700125665e-05
147.06514,C00620,M-HCOOK+H[1+],3.64667700125665e-05
147.06514,C00794,M-H4O2+H[1+],6.35332299907532e-05
147.06514,C01019,M-H2O+H[1+],3.64667699841448e-05
147.06514,C01697,M-H4O2+H[1+],6.35332299907532e-05
170.09235,C01152,M+H[1+],2.64667700093923e-05
277.08952,C05401,M+Na[1+],4.35332299844049e-05
198.08732,C00475,M-HCOOH+H[1+],5.6466769990493e-05
198.08732,C07585,M+H2O+H[1+],5.64667700189148e-05
169.08589,C06459,M+H[1+],0.000386466770009974
169.08589,C01149,M+K[1+],8.64667700000155e-05
169.08589,C01152,M[1+],0.000789999999994961
156.07671,C05504,M(C13)+3H[3+],0.00016686656331899
156.07671,C00135,M+H[1+],6.64667700220889e-05
156.07671,C00881,M-C3H4O2+H[1+],6.64667700220889e-05
156.07671,C03771,M-H2O+H[1+],3.35332299812308e-05
156.07671,C07054,M+H2O+H[1+],6.64667700220889e-05
127.03895,C00628,M-CO+H[1+],7.35332300081382e-05
127.03895,C05584,M-C3H4O2+H[1+],2.64667699809706e-05
151.08655,C00534,M-H2O+H[1+],2.64667700093923e-05
129.10222,C00437,M-HCOOH+H[1+],5.64667700189148e-05
129.10222,C00047,M-H2O+H[1+],4.35332299844049e-05
301.15078,C05399,M-CO2+H[1+],0.00140353323001818
229.12953,C05340,M-NH3+H[1+],4.64667700157406e-05
186.11253,C05478,M+H+Na[2+],0.000796466769998005
186.11253,C05487,M+H+Na[2+],0.000796466769998005
186.11253,C05587,M+H2O+H[1+],5.35332299591573e-05
115.08653,C00077,M-H2O+H[1+],4.64667700015298e-05
115.08653,C00515,M-H2O+H[1+],4.64667700015298e-05
197.09211,C00214,M-HCOOH+H[1+],6.64667700220889e-05
197.09211,C21015,M-H4O2+H[1+],0.00013353322998455
197.09211,C03227,M-CO+H[1+],0.00013353322998455
197.09211,C05651,M-CO+H[1+],0.00013353322998455
233.14956,C00449,M-CO2+H[1+],1.64667699777965e-05
128.07059,C00450,M+H[1+],1.35332300033042e-05
128.07059,C04076,M-H2O+H[1+],1.35332300033042e-05
128.07059,C02946,M-H2O+H[1+],1.35332300033042e-05
112.07568,C00408,M-H2O+H[1+],3.53323000013006e-06
112.07568,C05936,M-H2O+H[1+],3.53323000013006e-06
112.07568,C00788,M-C3H4O2+H[1+],3.53323002855177e-06
112.07568,C05589,M-C3H4O2+H[1+],3.53323002855177e-06
266.12339,C00270,M-CO2+H[1+],8.64667700284372e-05
349.11076,C16608,M+K[1+],0.000116466770009538
349.14971,C00255,M-CO+H[1+],0.000866466769991803
242.11369,C19563,M+H2O+H[1+],0.000113533229978202
242.11369,C19566,M+H2O+H[1+],0.000113533229978202
333.11581,C02538,M-H2O+H[1+],0.00033353322999119
365.10581,C00089,M+Na[1+],0.00033353322999119
365.10581,C00243,M+Na[1+],0.00033353322999119
365.10581,C01235,M+Na[1+],0.00033353322999119
365.10581,C05400,M+Na[1+],0.00033353322999119
365.10581,C05402,M+Na[1+],0.00033353322999119
365.10581,C00208,M+Na[1+],0.00033353322999119
365.10581,C00252,M+Na[1+],0.00033353322999119
365.10581,C01083,M+Na[1+],0.00033353322999119
319.2017,C01595,M+K[1+],0.00127646676997983
266.12344,C00270,M-CO2+H[1+],3.64667699841448e-05
243.0863,C00475,M[1+],0.000799999999998136
111.05526,C05130,M+H[1+],1.64667699920074e-05
111.05526,C00064,M-H4O2+H[1+],8.35332300113123e-05
111.05526,C21028,M-H2O+H[1+],1.64667700062182e-05
111.05526,C21029,M-H4O2+H[1+],8.35332300113123e-05
111.05526,C00785,M-CO+H[1+],8.35332300113123e-05
111.05526,C03680,M-HCOOH+H[1+],0.000116466769995327
111.05526,C00819,M-H4O2+H[1+],8.35332300113123e-05
216.12306,C05588,M+H2O+H[1+],1.64667700062182e-05
216.12306,C03492,M-HCOOK+H[1+],8.35332299971014e-05
134.07125,C01152,M-H4O2+H[1+],7.35332299655056e-05
134.07125,C07585,M-HCOOH+H[1+],0.000126466770012712
126.05492,C00956,M-H4O2+H[1+],4.35332299844049e-05
126.05492,C00355,M-C3H4O2+H[1+],5.64667700047039e-05
126.05492,C00632,M-CO+H[1+],4.35332300128266e-05
228.09778,C00881,M+H[1+],9.64667700031896e-05
164.09172,C04076,M+H2O+H[1+],5.64667700189148e-05
164.09172,C02946,M+H2O+H[1+],5.64667700189148e-05
154.04994,C00632,M+H[1+],6.35332299907532e-05
154.04994,C00624,M-H4O2+H[1+],0.000163533229965651
132.10199,C00123,M+H[1+],0.000113533229978202
132.10199,C00407,M+H[1+],0.000113533229978202
132.10199,C01233,M-HCOOK+H[1+],0.000113533229978202
267.13397,C05643,M+H2O+H[1+],6.46677000304408e-06
259.12885,C19488,M(S34)+H[1+],0.000573533230010526
259.12885,C19488,M(Cl37)+H[1+],0.00082646677003595
259.12885,C00449,M-H2O+H[1+],7.3533230022349e-05
300.28983,C00319,M+H[1+],0.000153533229990899
300.28983,C02934,M+H[1+],0.000153533229990899
300.28983,C12144,M-H2O+H[1+],0.000153533229990899
233.06359,C01019,M+HCOONa[1+],0.000413533229988161
233.06359,C16361,M+Na[1+],0.000986466770001471
233.06359,C02076,M+Na[1+],0.000313533229984841
137.08216,C07480,M-CO2+H[1+],1.64667700062182e-05
137.08216,C13747,M-CO2+H[1+],1.64667700062182e-05
137.08216,C16560,M+H+Na[2+],0.000166466770025409
215.09268,C01149,M+HCOOK[1+],0.000903533230001585
113.05971,C00408,M-NH3+H[1+],6.6466770007878e-05
113.05971,C05936,M-NH3+H[1+],6.6466770007878e-05
113.05971,C00233,M-H2O+H[1+],3.35332300096525e-05
113.05971,C00671,M-H2O+H[1+],3.35332300096525e-05
113.05971,C05594,M-C3H4O2+H[1+],6.64667699936672e-05
113.05971,C00588,M-C3H4O2+H[1+],0.000366466770003626
113.05971,C00418,M-H4O2+H[1+],3.35332299954416e-05
255.10824,C05401,M+H[1+],0.000763533229985569
255.10824,C03406,M-H4O2+H[1+],0.000436466769997423
255.10824,C04677,M-HCOOK+H[1+],0.000536466770000743
160.06039,C03824,M+H2O+H[1+],8.64667700000155e-05
160.06039,C02918,M+Na[1+],0.000386466769981553
140.07062,C00250,M-CO+H[1+],0.000143533229987725
140.07062,C00847,M-CO2+H[1+],5.64667700189148e-05
130.04985,C00064,M-NH3+H[1+],2.64667700093923e-05
130.04985,C21029,M-NH3+H[1+],2.64667700093923e-05
130.04985,C04281,M+H[1+],2.64667700093923e-05
130.04985,C00819,M-NH3+H[1+],2.64667700093923e-05
130.04985,C02237,M+H[1+],2.64667700093923e-05
130.04985,C04282,M+H[1+],2.64667700093923e-05
130.04985,C01879,M+H[1+],2.64667700093923e-05
130.04985,C00025,M-H2O+H[1+],2.64667700093923e-05
130.04985,C01042,M-HCOOH+H[1+],0.000126466770012712
130.04985,C05938,M-H2O+H[1+],2.64667700093923e-05
130.04985,C02220,M-CO+H[1+],7.35332299939273e-05
130.04985,C00217,M-H2O+H[1+],2.64667700093923e-05
263.14246,C19490,M-CO+H[1+],0.000516466769965973
263.14246,C19559,M-CO2+H[1+],0.000616466769997714
263.14246,C19607,M-CO+H[1+],0.000516466769965973
186.0584,C00847,M(Cl37)+H[1+],0.000723533230001294
243.09755,C00214,M+H[1+],2.64667700093923e-05
243.09755,C03227,M+H2O+H[1+],2.64667700093923e-05
243.09755,C05651,M+H2O+H[1+],2.64667700093923e-05
351.21653,C04707,M+H[1+],4.64667700157406e-05
351.21653,C05956,M-H2O+H[1+],4.64667700157406e-05
339.19169,C16677,M+Na[1+],0.00138646676998633
339.19169,C16679,M+Na[1+],0.00138646676998633
339.19169,C16680,M+Na[1+],0.00138646676998633
112.07562,C00408,M-H2O+H[1+],5.64667700047039e-05
112.07562,C05936,M-H2O+H[1+],5.64667700047039e-05
112.07562,C00788,M-C3H4O2+H[1+],5.64667699762822e-05
112.07562,C05589,M-C3H4O2+H[1+],5.64667699762822e-05
114.05492,C03912,M+H[1+],5.64667700047039e-05
114.05492,C03564,M+H[1+],5.64667700047039e-05
114.05492,C00430,M-H2O+H[1+],4.35332299986158e-05
114.05492,C01110,M-H2O+H[1+],4.35332299986158e-05
114.05492,C01157,M-H2O+H[1+],4.35332299986158e-05
114.05492,C01165,M-H2O+H[1+],4.35332299986158e-05
114.05492,C05147,M-H2O+H[1+],4.35332299986158e-05
114.05492,C02220,M-CO2+H[1+],5.6466769990493e-05
114.05492,C03824,M-CO+H[1+],4.35332300128266e-05
114.05492,C03440,M-H2O+H[1+],4.35332299986158e-05
114.05492,C00931,M+2H[2+],5.64667700047039e-05
124.03929,C05828,M-NH3+H[1+],8.64667700142263e-05
124.03929,C00253,M+H[1+],1.35332300033042e-05
124.03929,C07446,M+H[1+],1.35332300033042e-05
124.03929,C00822,M-C3H4O2+H[1+],8.64667700000155e-05
124.03929,C03722,M-CO2+H[1+],8.64667699858046e-05
124.03929,C03824,M-H2O+H[1+],1.35332300033042e-05
124.03929,C11736,M+2H[2+],0.000586466770002403
124.03929,C12739,M+2H[2+],0.000586466770002403
168.11299,C04717,M+H+Na[2+],0.000336466769994104
154.0862,C03758,M+H[1+],7.6466770025263e-05
154.0862,C00082,M-CO+H[1+],2.35332299780566e-05
154.0862,C00355,M-CO2+H[1+],7.6466770025263e-05
189.12339,C21015,M-CO2+H[1+],1.35332300033042e-05
90.05494,C00099,M+H[1+],3.64667699983556e-05
90.05494,C00041,M+H[1+],3.64667699983556e-05
90.05494,C00213,M+H[1+],3.64667699983556e-05
90.05494,C00049,M-CO2+H[1+],3.64667699841448e-05
90.05494,C00402,M-CO2+H[1+],3.64667699841448e-05
90.05494,C03508,M-CO+H[1+],6.35332300191749e-05
90.05494,C00956,M-C3H4O2+H[1+],3.64667699983556e-05
169.09472,C00047,M+Na[1+],5.64667700189148e-05
355.15022,C05298,M+HCOONa[1+],0.00135646677000523
355.15022,C05300,M+HCOONa[1+],0.00135646677000523
141.06583,C05828,M+H[1+],4.64667700157406e-05
141.06583,C00153,M+H2O+H[1+],4.64667700157406e-05
176.09189,C01132,M-HCOOH+H[1+],0.000113533230006624
176.09189,C00352,M-HCOOK+H[1+],0.000213533229981522
176.09189,C00140,M-HCOOH+H[1+],0.000113533230006624
176.09189,C00645,M-HCOOH+H[1+],0.000113533230006624
264.10915,C00020,M-HCOOK+H[1+],7.35332299655056e-05
264.10915,C00362,M-HCOOK+H[1+],7.35332299655056e-05
264.10915,C00270,M-HCOOH+H[1+],0.00127353323000534
124.03927,C05828,M-NH3+H[1+],0.000106466770006364
124.03927,C00253,M+H[1+],6.46676998883322e-06
124.03927,C07446,M+H[1+],6.46676998883322e-06
124.03927,C00822,M-C3H4O2+H[1+],0.000106466769992153
124.03927,C03722,M-CO2+H[1+],0.000106466769977942
124.03927,C03824,M-H2O+H[1+],6.46676998883322e-06
124.03927,C11736,M+2H[2+],0.00060646676999454
124.03927,C12739,M+2H[2+],0.00060646676999454
184.06042,C00847,M+H[1+],5.64667700189148e-05
184.06042,C05127,M+NaCl[1+],0.000756466770013731
184.06042,C05653,M+H2O+H[1+],5.64667700189148e-05
310.11339,C00270,M+H[1+],0.000113533229978202
310.11339,C00272,M+HCOONa[1+],0.0012135332299863
323.16031,C05285,M+Na[1+],0.00146646677001172
323.16031,C05297,M+Na[1+],0.00146646677001172
323.16031,C05299,M+Na[1+],0.00146646677001172
259.15401,C05122,M(C13)+2H[2+],0.000816466770004354
124.03931,C05828,M-NH3+H[1+],6.6466770007878e-05
124.03931,C00253,M+H[1+],3.35332300096525e-05
124.03931,C07446,M+H[1+],3.35332300096525e-05
124.03931,C00822,M-C3H4O2+H[1+],6.64667699936672e-05
124.03931,C03722,M-CO2+H[1+],6.64667699794563e-05
124.03931,C03824,M-H2O+H[1+],3.35332300096525e-05
124.03931,C11736,M+2H[2+],0.000566466769996055
124.03931,C12739,M+2H[2+],0.000566466769996055
126.09134,C00547,M-CO2+H[1+],3.64667699983556e-05
126.09134,C03758,M-CO+H[1+],6.3533230004964e-05
126.09134,C05588,M-C3H4O2+H[1+],3.64667699841448e-05
126.09134,C00314,M-CO2+H[1+],3.64667699983556e-05
126.09134,C16560,M+2H[2+],1.35332300033042e-05
130.04984,C00064,M-NH3+H[1+],3.64667700125665e-05
130.04984,C21029,M-NH3+H[1+],3.64667700125665e-05
130.04984,C04281,M+H[1+],3.64667700125665e-05
130.04984,C00819,M-NH3+H[1+],3.64667700125665e-05
130.04984,C02237,M+H[1+],3.64667700125665e-05
130.04984,C04282,M+H[1+],3.64667700125665e-05
130.04984,C01879,M+H[1+],3.64667700125665e-05
130.04984,C00025,M-H2O+H[1+],3.64667700125665e-05
130.04984,C01042,M-HCOOH+H[1+],0.000136466770015886
130.04984,C05938,M-H2O+H[1+],3.64667700125665e-05
130.04984,C02220,M-CO+H[1+],6.35332299907532e-05
130.04984,C00217,M-H2O+H[1+],3.64667700125665e-05
158.04478,C00439,M-NH3+H[1+],9.64667700031896e-05
158.04478,C02220,M+H[1+],3.53323000013006e-06
158.04478,C02350,M[1+],0.000779999999991787
158.04478,C01042,M-H2O+H[1+],3.53323000013006e-06
158.04478,C04409,M-CO+H[1+],0.00010353323000345
168.06549,C00250,M+H[1+],1.35332300033042e-05
168.06549,C00822,M-CO+H[1+],1.35332300033042e-05
168.06549,C05578,M+H2O+H[1+],8.64667700000155e-05
268.10392,C00212,M+H[1+],0.000156466769965391
268.10392,C00330,M+H[1+],0.000156466769965391
216.0979,C00475,M-CO+H[1+],0.000123533230009798
138.06619,C07054,M+H[1+],1.35332300033042e-05
138.06619,C03771,M-H4O2+H[1+],0.000113533229978202
138.06619,C00135,M-H2O+H[1+],1.35332300033042e-05
145.09717,C16741,M-H2O+H[1+],9.35332300002756e-05
100.07564,C00719,M-H2O+H[1+],3.64667699841448e-05
100.07564,C00183,M-H2O+H[1+],3.64667699841448e-05
100.07564,C04076,M-HCOOH+H[1+],0.000136466769987464
100.07564,C00450,M-CO+H[1+],6.35332300191749e-05
100.07564,C02946,M-HCOOH+H[1+],0.000136466769987464
84.08064,C00408,M-HCOOH+H[1+],0.000236466769990784
84.08064,C00450,M-CO2+H[1+],0.000136466769987464
84.08064,C05936,M-HCOOH+H[1+],0.000236466769990784
275.12377,C19489,M(S34)+H[1+],0.000593533230016874
275.12377,C19489,M(Cl37)+H[1+],0.000806466770029601
275.12377,C19561,M(S34)+H[1+],0.000593533230016874
275.12377,C19561,M(Cl37)+H[1+],0.000806466770029601
275.12377,C19604,M(S34)+H[1+],0.000593533230016874
275.12377,C19604,M(Cl37)+H[1+],0.000806466770029601
121.06476,C00483,M-NH3+H[1+],0.000116466769995327
121.06476,C00601,M+H[1+],1.64667699920074e-05
121.06476,C05581,M-HCOOH+H[1+],0.000116466769966905
121.06476,C00166,M-CO2+H[1+],1.64667699920074e-05
121.06476,C02763,M-CO2+H[1+],1.64667699920074e-05
325.17595,C05140,M+Na[1+],0.00152646677003077
325.17595,C05284,M+Na[1+],0.00152646677003077
325.17595,C05290,M+Na[1+],0.00152646677003077
325.17595,C05295,M+Na[1+],0.00152646677003077
325.17595,C05302,M+Na[1+],0.00152646677003077
105.03687,C01180,M-CO2+H[1+],6.46676998883322e-06
97.06478,C06459,M-C3H4O2+H[1+],0.000396466769998938
97.06478,C05141,M+3H[3+],3.53323000013006e-06
97.06478,C05301,M+3H[3+],3.53323000013006e-06
176.12802,C00864,M-CO2+H[1+],0.000156466770022234
130.96642,C14857,M+H2O+H[1+],0.000243533229991044
130.96642,C14858,M+H2O+H[1+],0.000243533229991044
130.96642,C14859,M+H2O+H[1+],0.000243533229991044
222.09717,C01132,M+H[1+],6.46677000304408e-06
222.09717,C00140,M+H[1+],6.46677000304408e-06
222.09717,C00645,M+H[1+],6.46677000304408e-06
330.11849,C05340,M+HCOOK[1+],0.0011135332300114
210.07605,C00931,M-NH3+H[1+],0.000126466770012712
210.07605,C16591,M+H[1+],2.64667700093923e-05
210.07605,C16361,M[1+],0.000750000000010687
210.07605,C05635,M+H2O+H[1+],2.64667700093923e-05
210.07605,C16596,M+H2O+H[1+],2.64667700093923e-05
127.03894,C00628,M-CO+H[1+],6.3533230004964e-05
127.03894,C05584,M-C3H4O2+H[1+],3.64667699841448e-05
218.10232,C00357,M-HCOOK+H[1+],4.35332299559832e-05
218.10232,C04257,M-HCOOK+H[1+],4.35332299559832e-05
218.10232,C04501,M-HCOOK+H[1+],4.35332299559832e-05
218.10232,C18060,M-HCOOK+H[1+],4.35332299559832e-05
130.04987,C00064,M-NH3+H[1+],6.46677000304408e-06
130.04987,C21029,M-NH3+H[1+],6.46677000304408e-06
130.04987,C04281,M+H[1+],6.46677000304408e-06
130.04987,C00819,M-NH3+H[1+],6.46677000304408e-06
130.04987,C02237,M+H[1+],6.46677000304408e-06
130.04987,C04282,M+H[1+],6.46677000304408e-06
130.04987,C01879,M+H[1+],6.46677000304408e-06
130.04987,C00025,M-H2O+H[1+],6.46677000304408e-06
130.04987,C01042,M-HCOOH+H[1+],0.000106466770006364
130.04987,C05938,M-H2O+H[1+],6.46677000304408e-06
130.04987,C02220,M-CO+H[1+],9.35332300002756e-05
130.04987,C00217,M-H2O+H[1+],6.46677000304408e-06
212.09177,C05598,M+H2O+H[1+],6.46677003146578e-06
212.09177,C16587,M+H2O+H[1+],6.46677003146578e-06
212.09177,C16595,M+H2O+H[1+],6.46677003146578e-06
273.11939,C05399,M-C3H4O2+H[1+],0.00131353323001804
273.11939,C05401,M+H2O+H[1+],0.00131353323001804
273.11939,C03406,M-H2O+H[1+],0.000113533230035046
211.10774,C16582,M-CO2+H[1+],3.64667700125665e-05
211.10774,C16584,M-CO2+H[1+],3.64667700125665e-05
211.10774,C07501,M-CO+H[1+],6.35332299907532e-05
212.09175,C05598,M+H2O+H[1+],2.64667700378141e-05
212.09175,C16587,M+H2O+H[1+],2.64667700378141e-05
212.09175,C16595,M+H2O+H[1+],2.64667700378141e-05
71.06032,C16622,M-HCOOH+H[1+],0.000156466769993813
71.06032,C00429,M-CO2+H[1+],5.6466769990493e-05
261.10815,C00214,M+H2O+H[1+],2.64667700093923e-05
261.10815,C12270,M-CO2+H[1+],2.64667700093923e-05
96.04454,C00250,M-C3H4O2+H[1+],0.000163533230008284
96.04454,C03912,M-H2O+H[1+],0.000163533229994073
96.04454,C00430,M-H4O2+H[1+],0.000263533229997392
96.04454,C01110,M-H4O2+H[1+],0.000263533229997392
96.04454,C01157,M-H4O2+H[1+],0.000263533229997392
96.04454,C01165,M-H4O2+H[1+],0.000263533229997392
96.04454,C03564,M-H2O+H[1+],0.000163533229994073
96.04454,C05147,M-H4O2+H[1+],0.000263533229997392
96.04454,C03824,M-HCOOH+H[1+],6.35332300191749e-05
96.04454,C03440,M-H4O2+H[1+],0.000263533229997392
96.04454,C00253,M-CO+H[1+],0.000263533230011603
96.04454,C07446,M-CO+H[1+],0.000263533230011603
133.03176,C00073,M-NH3+H[1+],1.64667700062182e-05
133.03176,C03366,M+H+Na[2+],8.35332299686797e-05
154.07233,C00147,M+H2O+H[1+],4.64667700157406e-05
247.05774,C05382,M-CO2+H[1+],3.64667700125665e-05
247.05774,C01107,M+H2O+H[1+],3.64667700125665e-05
156.07672,C05504,M(C13)+3H[3+],0.000176866563322164
156.07672,C00135,M+H[1+],5.64667700189148e-05
156.07672,C00881,M-C3H4O2+H[1+],5.64667700189148e-05
156.07672,C03771,M-H2O+H[1+],4.35332299844049e-05
156.07672,C07054,M+H2O+H[1+],5.64667700189148e-05
297.11818,C00089,M-HCOOH+H[1+],0.00010353323000345
297.11818,C00243,M-HCOOH+H[1+],0.00010353323000345
297.11818,C01235,M-HCOOH+H[1+],0.00010353323000345
297.11818,C05400,M-HCOOH+H[1+],0.00010353323000345
297.11818,C05402,M-HCOOH+H[1+],0.00010353323000345
297.11818,C00208,M-HCOOH+H[1+],0.00010353323000345
297.11818,C00252,M-HCOOH+H[1+],0.00010353323000345
297.11818,C01083,M-HCOOH+H[1+],0.00010353323000345
152.03761,C00357,M(C13)+2H[2+],0.000483533229981958
152.03761,C04257,M(C13)+2H[2+],0.000483533229981958
152.03761,C04501,M(C13)+2H[2+],0.000483533229981958
152.03761,C18060,M(C13)+2H[2+],0.000483533229981958
139.05019,C00135,M-NH3+H[1+],8.64667700284372e-05
139.05019,C00785,M+H[1+],1.35332299748825e-05
139.05019,C00439,M-H4O2+H[1+],1.35332299748825e-05
139.05019,C03680,M-H2O+H[1+],1.35332299748825e-05
145.04954,C00956,M-NH3+H[1+],3.64667700125665e-05
145.04954,C00031,M-H4O2+H[1+],6.35332299907532e-05
145.04954,C00221,M-H4O2+H[1+],6.35332299907532e-05
145.04954,C00267,M-H4O2+H[1+],6.35332299907532e-05
145.04954,C00095,M-H4O2+H[1+],6.35332299907532e-05
145.04954,C00159,M-H4O2+H[1+],6.35332299907532e-05
145.04954,C00124,M-H4O2+H[1+],6.35332299907532e-05
145.04954,C00137,M-H4O2+H[1+],6.35332299907532e-05
145.04954,C00984,M-H4O2+H[1+],6.35332299907532e-05
173.02096,C00093,M+H[1+],1.64667700062182e-05
173.02096,C00279,M-CO+H[1+],8.35332299971014e-05
173.02096,C01801,M+K[1+],0.000283533230003741
173.02096,C02985,M-C3H4O2+H[1+],1.64667699777965e-05
173.02096,C00246,M+HCOOK[1+],1.64667700062182e-05
239.1026,C07501,M+H[1+],7.6466770025263e-05
239.1026,C00364,M-HCOOK+H[1+],2.35332299780566e-05
239.1026,C00643,M+H2O+H[1+],7.6466770025263e-05
239.1026,C00268,M[1+],0.000799999999998136
239.1026,C02953,M[1+],0.000799999999998136
239.1026,C04244,M[1+],0.000799999999998136
239.1026,C21640,M[1+],0.000799999999998136
131.07025,C00233,M+H[1+],2.64667700093923e-05
131.07025,C00671,M+H[1+],2.64667700093923e-05
131.07025,C00672,M-HCOOK+H[1+],7.35332299655056e-05
