Query.Mass,Matched.Compound,Matched.Form,Mass.Diff
131.07025,C00673,M-HCOOK+H[1+],7.35332299655056e-05
131.07025,C00418,M-H2O+H[1+],2.64667700093923e-05
212.09162,C05598,M+H2O+H[1+],0.000156466770022234
212.09162,C16587,M+H2O+H[1+],0.000156466770022234
212.09162,C16595,M+H2O+H[1+],0.000156466770022234
194.08121,C05598,M+H[1+],3.35332299812308e-05
194.08121,C16587,M+H[1+],3.35332299812308e-05
194.08121,C16595,M+H[1+],3.35332299812308e-05
194.08121,C07481,M[1+],0.00081000000000131
194.08121,C00954,M+H2O+H[1+],3.35332299812308e-05
194.08121,C05634,M+H2O+H[1+],3.35332299812308e-05
137.05969,C03758,M-NH3+H[1+],8.64667700284372e-05
137.05969,C03765,M+H[1+],1.35332299748825e-05
137.05969,C07086,M+H[1+],1.35332299748825e-05
137.05969,C01179,M-CO2+H[1+],8.64667700284372e-05
137.05969,C05350,M-CO2+H[1+],8.64667700284372e-05
137.05969,C05582,M-HCOOH+H[1+],8.64667700000155e-05
137.05969,C05583,M-HCOOH+H[1+],8.64667700000155e-05
137.05969,C00166,M-CO+H[1+],0.000113533229978202
137.05969,C02763,M-CO+H[1+],0.000113533229978202
140.0706,C00250,M-CO+H[1+],0.000123533230009798
140.0706,C00847,M-CO2+H[1+],7.64667699968413e-05
241.12953,C00884,M+H[1+],5.3533229987579e-05
241.12953,C01262,M+H[1+],5.3533229987579e-05
210.0761,C00931,M-NH3+H[1+],7.6466770025263e-05
210.0761,C16591,M+H[1+],2.35332299780566e-05
210.0761,C16361,M[1+],0.000799999999998136
210.0761,C05635,M+H2O+H[1+],2.35332299780566e-05
210.0761,C16596,M+H2O+H[1+],2.35332299780566e-05
128.07056,C00450,M+H[1+],1.64667700062182e-05
128.07056,C04076,M-H2O+H[1+],1.64667700062182e-05
128.07056,C02946,M-H2O+H[1+],1.64667700062182e-05
150.05494,C05578,M+H[1+],3.64667700125665e-05
150.05494,C00822,M-HCOOH+H[1+],0.000136466770015886
150.05494,C01693,M-CO2+H[1+],3.64667700125665e-05
150.05494,C04185,M-CO2+H[1+],3.64667700125665e-05
150.05494,C00250,M-H2O+H[1+],6.35332299907532e-05
150.05831,C00025,M(Cl37)+H[1+],0.000633533230001149
150.05831,C00073,M+H[1+],3.35332300096525e-05
150.05831,C05938,M(Cl37)+H[1+],0.000633533230001149
150.05831,C00217,M(Cl37)+H[1+],0.000633533230001149
244.07916,C01132,M+Na[1+],1.64667700062182e-05
244.07916,C00140,M+Na[1+],1.64667700062182e-05
244.07916,C00645,M+Na[1+],1.64667700062182e-05
189.08699,C00179,M+NaCl[1+],0.000686466770019933
330.11855,C05340,M+HCOOK[1+],0.00117353323003044
227.10262,C00931,M+H[1+],5.64667700189148e-05
227.10262,C00328,M+H2O+H[1+],5.64667700189148e-05
227.10262,C05647,M+H2O+H[1+],5.64667700189148e-05
227.10262,C16582,M-CO+H[1+],4.35332299844049e-05
227.10262,C16584,M-CO+H[1+],4.35332299844049e-05
86.09644,C01672,M-NH3+H[1+],3.64667699983556e-05
86.09644,C00123,M-HCOOH+H[1+],3.64667699983556e-05
86.09644,C00407,M-HCOOH+H[1+],3.64667699983556e-05
86.09644,C00408,M-CO2+H[1+],3.64667699983556e-05
86.09644,C05936,M-CO2+H[1+],3.64667699983556e-05
314.15994,C02166,M(C13)+2H[2+],0.000686466770048355
290.13474,C21016,M+H[1+],6.35332299907532e-05
71.04909,C00141,M-HCOOH+H[1+],8.64667699858046e-05
71.04909,C00555,M-NH3+H[1+],8.64667699858046e-05
71.04909,C00246,M-H2O+H[1+],1.35332300033042e-05
421.25854,C11134,M-CO2+H[1+],6.35332299907532e-05
421.25854,C11135,M-HCOOH+H[1+],3.64667700409882e-05
421.25854,C11136,M-HCOOH+H[1+],3.64667700409882e-05
246.09071,C00475,M(Cl37)+H[1+],0.000733533230004468
172.06041,C00624,M-H2O+H[1+],3.35332299812308e-05
172.06041,C00632,M+H2O+H[1+],6.64667700220889e-05
110.07123,C01035,M-H4O2+H[1+],5.3533229987579e-05
110.07123,C00135,M-HCOOH+H[1+],0.000146466769990639
110.07123,C07054,M-CO+H[1+],5.35332300160007e-05
263.07407,C07481,M+HCOONa[1+],0.0010064667699794
168.10189,C05587,M+H[1+],1.35332299748825e-05
168.10189,C16586,M-CO+H[1+],0.000113533230006624
245.11313,C00931,M+H2O+H[1+],0.00014646677001906
210.07609,C00931,M-NH3+H[1+],8.64667700284372e-05
210.07609,C16591,M+H[1+],1.35332299748825e-05
210.07609,C16361,M[1+],0.000789999999994961
210.07609,C05635,M+H2O+H[1+],1.35332299748825e-05
210.07609,C16596,M+H2O+H[1+],1.35332299748825e-05
156.06551,C00108,M+H2O+H[1+],6.64667700220889e-05
156.06551,C00847,M-CO+H[1+],3.35332299812308e-05
179.10664,C16633,M-HCOOK+H[1+],0.000563533230007351
121.06478,C00483,M-NH3+H[1+],9.64667700031896e-05
121.06478,C00601,M+H[1+],3.53323000013006e-06
121.06478,C05581,M-HCOOH+H[1+],9.64667699747679e-05
121.06478,C00166,M-CO2+H[1+],3.53323000013006e-06
121.06478,C02763,M-CO2+H[1+],3.53323000013006e-06
147.06519,C00117,M-HCOOK+H[1+],1.35332299748825e-05
147.06519,C00199,M-HCOOK+H[1+],1.35332299748825e-05
147.06519,C00231,M-HCOOK+H[1+],1.35332299748825e-05
147.06519,C00620,M-HCOOK+H[1+],1.35332299748825e-05
147.06519,C00794,M-H4O2+H[1+],0.000113533229978202
147.06519,C01019,M-H2O+H[1+],1.35332300033042e-05
147.06519,C01697,M-H4O2+H[1+],0.000113533229978202
147.06519,C00134,M+NaCl[1+],0.000686466769991512
228.13427,C19574,M+H2O+H[1+],6.46677003146578e-06
116.07056,C00077,M-NH3+H[1+],0.000116466769995327
116.07056,C00148,M+H[1+],1.64667699920074e-05
116.07056,C00763,M+H[1+],1.64667699920074e-05
116.07056,C00515,M-NH3+H[1+],0.000116466769995327
116.07056,C00956,M-HCOOH+H[1+],0.000116466769995327
282.27919,C00319,M-H2O+H[1+],0.000113533230035046
282.27919,C02934,M-H2O+H[1+],0.000113533230035046
282.27919,C12144,M-H4O2+H[1+],0.000113533230035046
246.08736,C00475,M(S34)+H[1+],0.00121646677001763
246.08736,C16635,M+H[1+],0.00111646677001431
246.08736,C04640,M-HCOONa+H[1+],1.64667700346399e-05
244.1292,C21016,M-HCOOH+H[1+],7.6466770025263e-05
182.08118,C00082,M+H[1+],3.53322997170835e-06
182.08118,C16591,M-CO+H[1+],0.000103533229975028
152.07058,C00534,M-NH3+H[1+],9.64667700031896e-05
152.07058,C00355,M-HCOOH+H[1+],9.64667700031896e-05
152.07058,C00547,M-H2O+H[1+],3.53323000013006e-06
152.07058,C00822,M-CO2+H[1+],9.64667700031896e-05
152.07058,C00314,M-H2O+H[1+],3.53323000013006e-06
172.07166,C00475,M-C3H4O2+H[1+],1.64667699777965e-05
230.11358,C04640,M-HCOOK+H[1+],0.00010353323000345
231.09755,C04376,M-HCOOK+H[1+],7.3533230022349e-05
262.10336,C00475,M+H2O+H[1+],1.64667699777965e-05
333.12948,C00921,M+H2O+H[1+],0.00109646677003639
115.08652,C00077,M-H2O+H[1+],5.64667700047039e-05
115.08652,C00515,M-H2O+H[1+],5.64667700047039e-05
167.05542,C00191,M-CO+H[1+],0.000443533229997684
167.05542,C00618,M-CO+H[1+],0.000443533229997684
167.05542,C02266,M+H2O+H[1+],0.000343533229965942
167.05542,C00818,M-CO2+H[1+],0.000343533229994364
167.05542,C02630,M+H2O+H[1+],0.000343533229965942
181.06078,C05648,M-C3H4O2+H[1+],3.53323000013006e-06
125.0961,C06459,M-CO2+H[1+],0.000376466769992589
184.07165,C16362,M-NH3+H[1+],2.64667700093923e-05
207.10156,C16453,M[1+],0.000760000000013861
171.07641,C00214,M-C3H4O2+H[1+],6.64667700220889e-05
171.07641,C05842,M+H2O+H[1+],6.64667700220889e-05
171.07641,C05843,M+H2O+H[1+],6.64667700220889e-05
355.22695,C00427,M(S34)+H[1+],0.00112646677001749
355.22695,C00584,M(S34)+H[1+],0.00112646677001749
355.22695,C00696,M(S34)+H[1+],0.00112646677001749
355.22695,C01312,M(S34)+H[1+],0.00112646677001749
355.22695,C02198,M(S34)+H[1+],0.00112646677001749
355.22695,C05960,M(S34)+H[1+],0.00112646677001749
355.22695,C04671,M(S34)+H[1+],0.00112646677001749
300.10137,C14864,M-HCOOK+H[1+],6.46677005988749e-06
300.10137,C14865,M-HCOOK+H[1+],6.46677005988749e-06
192.0689,C00624,M(Cl37)+H[1+],0.000723533230001294
211.07134,C00881,M-NH3+H[1+],3.64667700125665e-05
211.07134,C00526,M-H2O+H[1+],6.35332299907532e-05
211.07134,C20239,M[1+],0.00083999999998241
205.11822,C21015,M-CO+H[1+],4.35332300128266e-05
205.11822,C00449,M-C3H4O2+H[1+],5.6466769990493e-05
218.1499,C05341,M+H[1+],2.35332300064783e-05
206.04482,C05645,M-H2O+H[1+],4.35332299844049e-05
327.21677,C19691,M(C13)+H[1+],0.00150646677002442
183.07642,C00526,M-HCOOH+H[1+],5.6466769990493e-05
183.07642,C16582,M-C3H4O2+H[1+],5.64667700189148e-05
183.07642,C16584,M-C3H4O2+H[1+],5.64667700189148e-05
206.04479,C05645,M-H2O+H[1+],1.35332300033042e-05
144.06554,C00624,M-HCOOH+H[1+],3.64667700125665e-05
144.06554,C00956,M-H2O+H[1+],6.35332299907532e-05
144.06554,C03287,M-HCOOK+H[1+],6.35332299907532e-05
144.06554,C00329,M-H4O2+H[1+],6.35332299907532e-05
216.08665,C21015,M-NH3+H[1+],2.64667700093923e-05
216.08665,C00355,M+H2O+H[1+],2.64667700378141e-05
261.10796,C00214,M+H2O+H[1+],0.000216466770041279
261.10796,C12270,M-CO2+H[1+],0.000216466770041279
293.21116,C05471,M-C3H4O2+H[1+],1.64667700346399e-05
293.21116,C05489,M-C3H4O2+H[1+],1.64667700346399e-05
208.10806,C16453,M+H[1+],1.64667700062182e-05
196.1081,C05956,M+H+Na[2+],0.000126466770012712
196.1081,C19563,M-CO+H[1+],0.000123533230009798
196.1081,C19566,M-CO+H[1+],0.000123533230009798
264.1078,C00020,M-HCOOK+H[1+],0.00127646677003668
264.1078,C00362,M-HCOOK+H[1+],0.00127646677003668
264.1078,C00270,M-HCOOH+H[1+],7.64667699968413e-05
264.1078,C00272,M+Na[1+],0.00102353322995441
179.07028,C16586,M-NH3+H[1+],3.53323000013006e-06
179.07028,C03012,M+H2O+H[1+],3.53322997170835e-06
179.07028,C07585,M[1+],0.000779999999991787
269.24744,C04717,M-CO2+H[1+],0.000136466770015886
269.24744,C14825,M-CO+H[1+],6.35332299907532e-05
269.24744,C14826,M-CO+H[1+],6.35332299907532e-05
205.06829,C00331,M(C13)+H[1+],0.000586466770016614
205.06829,C00794,M+Na[1+],1.35332299748825e-05
205.06829,C01697,M+Na[1+],1.35332299748825e-05
208.07163,C00475,M-H4O2+H[1+],5.3533229987579e-05
287.12387,C00921,M-CO+H[1+],0.00110646677001114
216.08672,C21015,M-NH3+H[1+],4.35332300128266e-05
216.08672,C00355,M+H2O+H[1+],4.35332299844049e-05
208.10808,C16453,M+H[1+],3.53323000013006e-06
118.05002,C03508,M+H[1+],0.000143533230016146
118.05002,C00624,M-C3H4O2+H[1+],0.000143533230001935
118.05002,C00940,M-CO+H[1+],0.000243533230019466
118.05002,C05947,M-HCOOH+H[1+],4.35332300128266e-05
118.05002,C01044,M-CO2+H[1+],0.000143533230016146
349.15091,C00255,M-CO+H[1+],0.00033353322999119
331.13876,C00255,M-HCOOH+H[1+],0.00141646677002427
271.08125,C20934,M(S34)+H[1+],0.00122646676999238
215.09204,C01149,M+HCOOK[1+],0.000263533229997392
115.07526,C00123,M-NH3+H[1+],0.000116466770009538
115.07526,C00407,M-NH3+H[1+],0.000116466770009538
158.08116,C00437,M-NH3+H[1+],1.64667700062182e-05
129.05459,C04076,M-NH3+H[1+],8.64667700284372e-05
129.05459,C02946,M-NH3+H[1+],8.64667700284372e-05
129.05459,C01019,M-H4O2+H[1+],1.35332299748825e-05
224.09174,C05660,M+H2O+H[1+],3.64667700409882e-05
144.04774,C03824,M(Cl37)+H[1+],0.000663533230010671
154.08627,C03758,M+H[1+],6.46677000304408e-06
154.08627,C00082,M-CO+H[1+],9.35332300002756e-05
154.08627,C00355,M-CO2+H[1+],6.46677000304408e-06
253.08194,C05648,M+H[1+],6.35332299907532e-05
256.10407,C04874,M+H[1+],6.46677000304408e-06
256.10407,C00387,M-CO+H[1+],9.35332299718539e-05
256.10407,C00835,M+H2O+H[1+],6.46677000304408e-06
256.10407,C03684,M+H2O+H[1+],6.46677000304408e-06
184.06043,C00847,M+H[1+],4.64667700157406e-05
184.06043,C05127,M+NaCl[1+],0.000746466770010557
184.06043,C05653,M+H2O+H[1+],4.64667700157406e-05
147.08042,C00829,M+H2O+H[1+],5.64667700189148e-05
129.06983,C00829,M+H[1+],4.64667700157406e-05
129.06983,C19488,M+2H[2+],4.64667700157406e-05
225.11208,C05503,M+2H[2+],4.64667700157406e-05
315.19562,C00762,M-HCOOH+H[1+],4.35332300412483e-05
315.19562,C01780,M-HCOOH+H[1+],4.35332300412483e-05
315.19562,C04707,M-H4O2+H[1+],0.000243533230047888
244.12918,C21016,M-HCOOH+H[1+],9.64667700316113e-05
145.06077,C00178,M+H2O+H[1+],6.46677003146578e-06
145.06077,C02835,M+H2O+H[1+],6.46677003146578e-06
167.0703,C00788,M-NH3+H[1+],2.35332300064783e-05
167.0703,C05581,M+H[1+],2.35332300064783e-05
167.0703,C05589,M-NH3+H[1+],2.35332300064783e-05
167.0703,C05594,M-H2O+H[1+],2.35332300064783e-05
167.0703,C00588,M-H2O+H[1+],0.000276466770003481
123.04405,C00544,M-HCOOH+H[1+],0.000126466769998501
123.04405,C01161,M-HCOOH+H[1+],0.000126466769998501
123.04405,C05577,M-HCOOH+H[1+],0.000126466769998501
129.01821,C00940,M-NH3+H[1+],6.64667699936672e-05
129.01821,C00026,M-H2O+H[1+],3.35332300096525e-05
129.01821,C00417,M-HCOOH+H[1+],6.64667699936672e-05
129.01821,C01036,M-C3H4O2+H[1+],6.64667700220889e-05
129.01821,C01061,M-C3H4O2+H[1+],6.64667700220889e-05
129.01821,C21754,M+Na[1+],0.000366466770003626
129.01821,C21943,M+Na[1+],0.000366466770003626
188.10297,C01152,M+H2O+H[1+],6.46677003146578e-06
120.08069,C00483,M-H2O+H[1+],8.64667700000155e-05
120.08069,C00079,M-HCOOH+H[1+],0.000186466769989124
130.08624,C00047,M-NH3+H[1+],3.64667700125665e-05
130.08624,C00408,M+H[1+],3.64667700125665e-05
130.08624,C05936,M+H[1+],3.64667700125665e-05
225.11215,C05503,M+2H[2+],2.35332300064783e-05
158.09239,C00062,M-NH3+H[1+],8.64667700284372e-05
158.09239,C00792,M-NH3+H[1+],8.64667700284372e-05
158.09239,C00327,M-H2O+H[1+],1.35332300033042e-05
198.08738,C00475,M-HCOOH+H[1+],3.53323000013006e-06
198.08738,C07585,M+H2O+H[1+],3.53322997170835e-06
230.11359,C04640,M-HCOOK+H[1+],0.000113533229978202
293.12451,C03406,M(S34)+H[1+],0.00116646676997334
140.10696,C00788,M-CO2+H[1+],1.64667700062182e-05
140.10696,C05587,M-CO+H[1+],8.35332299686797e-05
140.10696,C05589,M-CO2+H[1+],1.64667700062182e-05
140.10696,C05332,M+H2O+H[1+],1.64667700346399e-05
139.07536,C05581,M-CO+H[1+],8.35332299971014e-05
139.07536,C05582,M-CO2+H[1+],1.64667700062182e-05
139.07536,C05583,M-CO2+H[1+],1.64667700062182e-05
139.07536,C05594,M-HCOOH+H[1+],0.000116466770009538
139.07536,C00601,M+H2O+H[1+],1.64667700346399e-05
139.07536,C00588,M-HCOOH+H[1+],0.000416466770019497
137.09605,C00951,M+2H[2+],2.64667700093923e-05
297.24259,C14825,M+H[1+],0.000213533230009944
297.24259,C14826,M+H[1+],0.000213533230009944
297.24259,C06426,M+H2O+H[1+],0.000113533229978202
297.24259,C06427,M+H2O+H[1+],0.000113533229978202
127.03903,C00628,M-CO+H[1+],0.00015353323000511
127.03903,C05584,M-C3H4O2+H[1+],5.35332300160007e-05
256.09284,C04751,M-HCOOK+H[1+],6.35332299907532e-05
111.04404,C00450,M-NH3+H[1+],3.64667699983556e-05
111.04404,C00156,M-CO+H[1+],6.3533230004964e-05
111.04404,C00628,M-CO2+H[1+],3.64667699983556e-05
111.04404,C05582,M-C3H4O2+H[1+],3.64667699841448e-05
111.04404,C05583,M-C3H4O2+H[1+],3.64667699841448e-05
111.04404,C05585,M-CO+H[1+],6.3533230004964e-05
159.07667,C00327,M-NH3+H[1+],0.000193533230003595
159.07667,C05828,M+H2O+H[1+],0.000193533229975174
349.11077,C16608,M+K[1+],0.000106466770034785
72.08071,C00134,M-NH3+H[1+],6.64667699936672e-05
72.08071,C00719,M-HCOOH+H[1+],0.000166466769996987
72.08071,C00183,M-HCOOH+H[1+],0.000166466769996987
72.08071,C00148,M-CO2+H[1+],6.64667699936672e-05
72.08071,C00763,M-CO2+H[1+],6.64667699936672e-05
209.06692,C16365,M-H2O+H[1+],4.35332300128266e-05
207.07979,C00669,M-CO2+H[1+],1.35332300033042e-05
159.07668,C00327,M-NH3+H[1+],0.000203533230006769
159.07668,C05828,M+H2O+H[1+],0.000203533229978348
196.09682,C00486,M(C13)+3H[3+],0.000643533230004323
196.09682,C16586,M+H[1+],4.35332300128266e-05
183.11279,C00931,M-CO2+H[1+],8.64667700284372e-05
254.11357,C21016,M-H4O2+H[1+],9.35332299718539e-05
126.02184,C00245,M+H[1+],0.000136466770001675
126.02184,C00506,M-CO2+H[1+],0.000136466770001675
126.02184,C00606,M-CO+H[1+],3.64667699983556e-05
131.04914,C05581,M-H4O2+H[1+],6.35332299907532e-05
129.05457,C04076,M-NH3+H[1+],0.000106466770006364
129.05457,C02946,M-NH3+H[1+],0.000106466770006364
129.05457,C01019,M-H4O2+H[1+],6.46677000304408e-06
182.08116,C00082,M+H[1+],1.64667700062182e-05
182.08116,C16591,M-CO+H[1+],8.35332299971014e-05
231.13394,C00449,M-HCOOH+H[1+],3.64667699841448e-05
255.06459,C05844,M+H[1+],1.35332300033042e-05
267.09756,C00212,M[1+],0.000760000000013861
267.09756,C00330,M[1+],0.000760000000013861
245.14953,C05340,M[1+],0.000730000000004338
179.10666,C16633,M-HCOOK+H[1+],0.0005835332300137
325.11315,C00089,M-H2O+H[1+],0.000273533230028988
325.11315,C00243,M-H2O+H[1+],0.000273533230028988
325.11315,C01235,M-H2O+H[1+],0.000273533230028988
325.11315,C05400,M-H2O+H[1+],0.000273533230028988
325.11315,C05402,M-H2O+H[1+],0.000273533230028988
325.11315,C00208,M-H2O+H[1+],0.000273533230028988
325.11315,C00252,M-H2O+H[1+],0.000273533230028988
325.11315,C01083,M-H2O+H[1+],0.000273533230028988
76.03928,C00037,M+H[1+],3.53323001434092e-06
76.03928,C00025,M-C3H4O2+H[1+],9.64667699889787e-05
76.03928,C05938,M-C3H4O2+H[1+],9.64667699889787e-05
76.03928,C00217,M-C3H4O2+H[1+],9.64667699889787e-05
146.12874,C05341,M-C3H4O2+H[1+],3.64667699841448e-05
145.04948,C00956,M-NH3+H[1+],9.64667700316113e-05
145.04948,C00031,M-H4O2+H[1+],3.53322997170835e-06
145.04948,C00221,M-H4O2+H[1+],3.53322997170835e-06
145.04948,C00267,M-H4O2+H[1+],3.53322997170835e-06
145.04948,C00095,M-H4O2+H[1+],3.53322997170835e-06
145.04948,C00159,M-H4O2+H[1+],3.53322997170835e-06
145.04948,C00124,M-H4O2+H[1+],3.53322997170835e-06
145.04948,C00137,M-H4O2+H[1+],3.53322997170835e-06
145.04948,C00984,M-H4O2+H[1+],3.53322997170835e-06
228.08635,C16591,M+H2O+H[1+],0.000326466770019351
289.1799,C05141,M+H[1+],0.000123533229952955
289.1799,C05301,M+H[1+],0.000123533229952955
289.1799,C00468,M+H2O+H[1+],2.35332299780566e-05
289.1799,C00762,M-C3H4O2+H[1+],2.35332299780566e-05
289.1799,C01780,M-C3H4O2+H[1+],2.35332299780566e-05
166.08624,C00079,M+H[1+],3.64667700125665e-05
166.08624,C00788,M-H2O+H[1+],6.35332300191749e-05
166.08624,C05589,M-H2O+H[1+],6.35332300191749e-05
166.08624,C05598,M-CO+H[1+],6.35332299907532e-05
166.08624,C00627,M-HCOOK+H[1+],6.35332299907532e-05
166.08624,C16587,M-CO+H[1+],6.35332299907532e-05
166.08624,C16591,M-CO2+H[1+],3.64667700125665e-05
166.08624,C16595,M-CO+H[1+],6.35332299907532e-05
103.05419,C00601,M-H2O+H[1+],1.35332300033042e-05
190.09747,C16453,M-H2O+H[1+],6.46677000304408e-06
108.04434,C05827,M-NH3+H[1+],0.000136466769987464
108.04434,C00632,M-HCOOH+H[1+],0.000136466769973254
165.07576,C01019,M+H[1+],1.64667700062182e-05
165.07576,C00794,M-H2O+H[1+],8.35332299971014e-05
165.07576,C01697,M-H2O+H[1+],8.35332299971014e-05
165.07576,C02076,M-HCOOH+H[1+],0.000116466770009538
212.09176,C05598,M+H2O+H[1+],1.64667700346399e-05
212.09176,C16587,M+H2O+H[1+],1.64667700346399e-05
212.09176,C16595,M+H2O+H[1+],1.64667700346399e-05
194.10365,C00268,M-HCOOH+H[1+],2.64667700093923e-05
194.10365,C00835,M-CO2+H[1+],2.64667700093923e-05
194.10365,C02953,M-HCOOH+H[1+],2.64667700093923e-05
194.10365,C03684,M-CO2+H[1+],2.64667700093923e-05
194.10365,C04244,M-HCOOH+H[1+],2.64667700093923e-05
194.10365,C21640,M-HCOOH+H[1+],2.64667700093923e-05
234.04311,C00669,M-NH3+H[1+],3.35332300096525e-05
132.10183,C00123,M+H[1+],4.64667700157406e-05
132.10183,C00407,M+H[1+],4.64667700157406e-05
132.10183,C01233,M-HCOOK+H[1+],4.64667700157406e-05
136.07569,C00082,M-HCOOH+H[1+],8.64667700000155e-05
136.07569,C03758,M-H2O+H[1+],1.35332300033042e-05
144.06553,C00624,M-HCOOH+H[1+],4.64667700157406e-05
144.06553,C00956,M-H2O+H[1+],5.3533229987579e-05
144.06553,C03287,M-HCOOK+H[1+],5.3533229987579e-05
144.06553,C00329,M-H4O2+H[1+],5.3533229987579e-05
204.08662,C01132,M-H2O+H[1+],4.35332300128266e-05
204.08662,C00140,M-H2O+H[1+],4.35332300128266e-05
204.08662,C00645,M-H2O+H[1+],4.35332300128266e-05
181.08598,C05588,M-NH3+H[1+],3.53323000013006e-06
181.08598,C06205,M+H2O+H[1+],3.53323000013006e-06
119.04911,C03765,M-H2O+H[1+],3.35332299954416e-05
119.04911,C00166,M-HCOOH+H[1+],6.64667699936672e-05
119.04911,C02763,M-HCOOH+H[1+],6.64667699936672e-05
119.04911,C07086,M-H2O+H[1+],3.35332299954416e-05
138.10255,C19574,M-C3H4O2+H[1+],2.64667700093923e-05
104.05281,C00073,M-HCOOH+H[1+],6.64667699794563e-05
223.10775,C00078,M+H2O+H[1+],2.64667700093923e-05
416.33746,C01747,M-HCOOH+H[1+],0.000283533230003741
416.33746,C03108,M-HCOOH+H[1+],0.000283533230003741
269.11324,C00921,M-HCOOH+H[1+],0.00133646676999888
183.09166,C00978,M-H4O2+H[1+],8.35332299686797e-05
138.10257,C19574,M-C3H4O2+H[1+],6.46677003146578e-06
166.08626,C00079,M+H[1+],1.64667700062182e-05
166.08626,C00788,M-H2O+H[1+],8.35332300255232e-05
166.08626,C05589,M-H2O+H[1+],8.35332300255232e-05
166.08626,C05598,M-CO+H[1+],8.35332299971014e-05
166.08626,C00627,M-HCOOK+H[1+],8.35332299971014e-05
166.08626,C16587,M-CO+H[1+],8.35332299971014e-05
166.08626,C16591,M-CO2+H[1+],1.64667700062182e-05
166.08626,C16595,M-CO+H[1+],8.35332299971014e-05
226.07099,C00214,M-NH3+H[1+],8.64667700284372e-05
226.07099,C16365,M[1+],0.000789999999994961
226.07099,C01252,M+H2O+H[1+],8.64667700284372e-05
226.07099,C14801,M+H2O+H[1+],8.64667700284372e-05
189.12337,C21015,M-CO2+H[1+],6.46677000304408e-06
203.10251,C03838,M-HCOOK+H[1+],6.64667700220889e-05
362.20807,C00735,M[1+],0.00122999999996409
362.20807,C05469,M[1+],0.00122999999996409
362.20807,C05473,M[1+],0.00122999999996409
236.10302,C05503,M+H+Na[2+],0.000106466770006364
246.10849,C00881,M+H2O+H[1+],1.35332299748825e-05
104.05282,C00073,M-HCOOH+H[1+],5.64667699762822e-05
147.06517,C00117,M-HCOOK+H[1+],6.46677003146578e-06
147.06517,C00199,M-HCOOK+H[1+],6.46677003146578e-06
147.06517,C00231,M-HCOOK+H[1+],6.46677003146578e-06
147.06517,C00620,M-HCOOK+H[1+],6.46677003146578e-06
147.06517,C00794,M-H4O2+H[1+],9.35332299718539e-05
147.06517,C01019,M-H2O+H[1+],6.46677000304408e-06
147.06517,C01697,M-H4O2+H[1+],9.35332299718539e-05
147.06517,C00134,M+NaCl[1+],0.00070646676999786
135.0553,C05842,M-H2O+H[1+],2.35332299780566e-05
135.0553,C05843,M-H2O+H[1+],2.35332299780566e-05
196.09685,C00486,M(C13)+3H[3+],0.000673533229985424
196.09685,C16586,M+H[1+],7.35332299939273e-05
107.04912,C00642,M-HCOOH+H[1+],5.6466769990493e-05
107.04912,C04043,M-HCOOH+H[1+],5.6466769990493e-05
107.04912,C05852,M-HCOOH+H[1+],5.6466769990493e-05
267.17432,C05140,M-H4O2+H[1+],4.35332300412483e-05
267.17432,C05284,M-H4O2+H[1+],4.35332300412483e-05
267.17432,C05290,M-H4O2+H[1+],4.35332300412483e-05
267.17432,C05295,M-H4O2+H[1+],4.35332300412483e-05
267.17432,C05302,M-H4O2+H[1+],4.35332300412483e-05
227.06627,C00475,M-NH3+H[1+],6.46677000304408e-06
227.06627,C00299,M-H2O+H[1+],9.35332300002756e-05
209.09208,C00328,M+H[1+],3.53323000013006e-06
209.09208,C05647,M+H[1+],3.53323000013006e-06
209.09208,C02700,M-CO+H[1+],0.00010353323000345
209.09208,C05648,M-CO2+H[1+],3.53323000013006e-06
209.09208,C00931,M-H2O+H[1+],3.53323000013006e-06
209.09208,C16582,M-HCOOH+H[1+],9.64667700031896e-05
209.09208,C16584,M-HCOOH+H[1+],9.64667700031896e-05
74.0712,C01035,M-C3H4O2+H[1+],7.64667699968413e-05
74.0712,C00581,M-CO2+H[1+],7.64667699826305e-05
240.09755,C00055,M-HCOOK+H[1+],0.00032646676999093
130.08625,C00047,M-NH3+H[1+],2.64667700093923e-05
130.08625,C00408,M+H[1+],2.64667700093923e-05
130.08625,C05936,M+H[1+],2.64667700093923e-05
339.15521,C00468,M+HCOONa[1+],0.00146646676995488
225.11214,C05503,M+2H[2+],1.35332300033042e-05
315.23203,C00410,M+H[1+],0.000153533229990899
315.23203,C04717,M(S34)+H[1+],0.00114646676996699
315.23203,C04518,M-H2O+H[1+],0.00025353323002264
315.23203,C05138,M-H2O+H[1+],0.00025353323002264
315.23203,C05476,M-H4O2+H[1+],0.00025353323002264
315.23203,C05485,M-H2O+H[1+],0.00025353323002264
315.23203,C18038,M-H2O+H[1+],0.00025353323002264
315.23203,C18040,M-H2O+H[1+],0.00025353323002264
315.23203,C22831,M-H2O+H[1+],0.00025353323002264
130.1226,C01149,M[1+],0.000599999999991496
198.07613,C00355,M+H[1+],5.3533229987579e-05
165.05458,C00082,M-NH3+H[1+],9.64667700316113e-05
165.05458,C00166,M+H[1+],3.53322997170835e-06
165.05458,C02763,M+H[1+],3.53322997170835e-06
165.05458,C01068,M-HCOONa+H[1+],9.64667700031896e-05
165.05458,C05582,M-H2O+H[1+],3.53323000013006e-06
