Gene	A_loading	AUCs	corrs	Association	LF_number	Model
C.20.BTF3	0.26510191471534916	0.6153846153846154	0.20361603836452308	Higher in Adult LS	3	Peds vs Adult LS
C.3.CLEC2D	0.24934340370085373	0.5824175824175825	0.14780045465874053	Higher in Adult LS	3	Peds vs Adult LS
C.10.SERF2	0.24815710880079553	0.5686813186813187	0.12207344289906444	Higher in Adult LS	3	Peds vs Adult LS
C.20.CFL1	0.3256340160526467	0.5659340659340659	0.11824036372699243	Higher in Adult LS	3	Peds vs Adult LS
C.20.BTG1	1	0.3076923076923077	-0.33313754281228064	Higher in Peds LS	4	Peds vs Adult LS
C.27.JUN	1	0.956043956043956	0.8268061229086706	Higher in Adult LS	4	Peds vs Adult LS
C.27.KLF6	1	0.8351648351648351	0.6157371194084088	Higher in Adult LS	4	Peds vs Adult LS
C.27.FOS	1	0.793956043956044	0.5486727923216481	Higher in Adult LS	4	Peds vs Adult LS
C.27.GADD45B	1	0.8186813186813187	0.5854549659948806	Higher in Adult LS	4	Peds vs Adult LS
C.20.SH3BGRL3	0.5868299807458682	0.8379120879120879	0.6006013390633971	Higher in Adult LS	4	Peds vs Adult LS
C.10.PABPC1	0.45383130951305173	0.27472527472527475	-0.3952879735135661	Higher in Peds LS	4	Peds vs Adult LS
C.8.CLU	0.2866538631881099	0.7912087912087913	0.5044654219728821	Higher in Adult LS	4	Peds vs Adult LS
C.17.FILIP1L	0.28647318148273476	0.3516483516483516	-0.2617920493258154	Higher in Peds LS	4	Peds vs Adult LS
C.3.LMNA	0.2697445871626878	0.7362637362637363	0.4098468025903185	Higher in Adult LS	4	Peds vs Adult LS
C.25.KRT18	0.10958408256522138	0.7857142857142857	0.5041920949978667	Higher in Adult LS	4	Peds vs Adult LS
C.23.PPDPF	0.11846134487469505	0.7252747252747253	0.3922884550334848	Higher in Adult LS	4	Peds vs Adult LS
C.9.CLDN5	0.22853933424315767	0.7142857142857143	0.37115374447904514	Higher in Adult LS	4	Peds vs Adult LS
C.13.CYR61	1	0.30219780219780223	-0.35157151554930566	Higher in Peds LS	5	Peds vs Adult LS
C.28.SFN	1	0.2802197802197802	-0.4037620455137107	Higher in Peds LS	5	Peds vs Adult LS
C.28.TACSTD2	1	0.3351648351648352	-0.31355776329927726	Higher in Peds LS	5	Peds vs Adult LS
C.14.DUSP1	0.5227073905527807	0.2582417582417582	-0.4383068603371266	Higher in Peds LS	5	Peds vs Adult LS
C.23.NFKBIA	0.506519557112705	0.18681318681318682	-0.552672104132277	Higher in Peds LS	5	Peds vs Adult LS
C.13.ID3	0.49308146783095314	0.26373626373626374	-0.4114244772302401	Higher in Peds LS	5	Peds vs Adult LS
C.18.S100A11	0.4896085047222333	0.24175824175824173	-0.46310809126405367	Higher in Peds LS	5	Peds vs Adult LS
C.27.EEF1A1	0.46437008664368273	0.2692307692307692	-0.3997650513747367	Higher in Peds LS	5	Peds vs Adult LS
C.28.GADD45A	0.4536898428663418	0.554945054945055	0.09696001826882052	Higher in Adult LS	5	Peds vs Adult LS
C.22.MALAT1	0.44795639137615745	0.5494505494505495	0.08565086411054888	Higher in Adult LS	5	Peds vs Adult LS
C.8.SOCS3	0.22821193645543922	0.7252747252747253	0.3901872698369449	Higher in Adult LS	5	Peds vs Adult LS
C.23.CDH19	0.20060770302448866	0.7197802197802198	0.3941345457566415	Higher in Adult LS	5	Peds vs Adult LS
C.20.JUN	0.41991640234840677	0.5769230769230769	0.1379470910148245	Higher in Adult LS	5	Peds vs Adult LS
C.20.ACTG1	0.1350300256351615	0.4945054945054945	-0.009545946318992745	Higher in Peds LS	5	Peds vs Adult LS
C.18.LMNA	0.21095814260118415	0.43956043956043955	-0.1083870000830764	Higher in Peds LS	5	Peds vs Adult LS
C.10.DUSP2	0.19803892143640037	0.4340659340659341	-0.11635202192258462	Higher in Peds LS	5	Peds vs Adult LS
C.4.LUM	0.20148238923628467	0.41208791208791207	-0.15273514110388392	Higher in Peds LS	5	Peds vs Adult LS
C.23.EEF2	0.2246194799858916	0.34065934065934067	-0.2811840529795795	Higher in Peds LS	5	Peds vs Adult LS
C.31.ENO1	1	0.5989010989010989	0.1816929204811698	Higher in Adult LS	6	Peds vs Adult LS
C.31.CDC42	1	0.6703296703296704	0.3129155852731258	Higher in Adult LS	6	Peds vs Adult LS
C.31.RSRP1	1	0.554945054945055	0.10094051137842767	Higher in Adult LS	6	Peds vs Adult LS
C.31.SH3BGRL3	1	0.6923076923076923	0.34180564011738046	Higher in Adult LS	6	Peds vs Adult LS
C.31.CD52	1	0.6648351648351648	0.302821534135283	Higher in Adult LS	6	Peds vs Adult LS
C.31.NDUFS5	1	0.5989010989010989	0.17930735195609726	Higher in Adult LS	6	Peds vs Adult LS
C.31.YBX1	1	0.6098901098901099	0.19531750863850314	Higher in Adult LS	6	Peds vs Adult LS
C.31.PRDX1	1	0.6648351648351648	0.29560090931748106	Higher in Adult LS	6	Peds vs Adult LS
C.31.TMEM59	1	0.5769230769230769	0.13946127374363118	Higher in Adult LS	6	Peds vs Adult LS
C.31.SERBP1	1	0.5384615384615384	0.06973063687181559	Higher in Adult LS	6	Peds vs Adult LS
C.7.PLVAP	0.13968408761112364	0.7417582417582418	0.42002163803568077	Higher in Adult LS	6	Peds vs Adult LS
