names	A_loading	corrs	color
C.5.COL1A1	1	-0.000435540730646634	Blue
C.5.COL3A1	1	0.259582275465394	Red
C.1.ID3	0.0605836405873941	0.0945123385503197	Red
C.2.KRT14	0.0537260673399523	0.185540351255466	Red
C.14.CEBPD	0.0498685518950152	0.114789939573096	Red
C.0.KRT17	0.049616303423953	0.198606573174865	Red
C.5.CCL2	0.0494278596485104	-0.40113301292555	Blue
C.14.IFITM2	0.0494092174010103	0.387096921310585	Red
C.10.HSPA1A	0.0485573588067586	0.236934157471769	Red
C.17.HSPB1	0.048193954145526	0.0936412570890264	Red
C.3.IFI27	0.00446802888494423	0.658973125468358	Red
C.10.KLF6	0.00750602225994334	0.632405140898913	Red
C.5.IGFBP5	0.00723528702597484	-0.597126341716536	Blue
C.11.IFITM3	0.0207999689079728	0.547039157692173	Red
C.16.SAT1	0.00544878283398938	0.541812668924413	Red
C.0.S100A2	0.0259799678284357	0.523955498967901	Red
C.14.GADD45B	0.0168216472384069	0.50087184024363	Red
C.14.FOS	0.0156005901604915	0.496080892206517	Red
C.0.IFI27	0.0418513755155915	0.489547781246817	Red
C.7.IFI27	0.0042878958167603	0.481272507364531	Red
