names	A_loading	corrs	color
C.13.JUNB	1	-0.180313862487707	Blue
C.13.JUN	1	-0.299216481954238	Blue
C.16.MGP	0.017580557003718	0.13980857453757	Red
C.15.ADIRF	0.0169569185521755	-0.137494556965318	Blue
C.5.CXCL14	0.0164983384202507	0.0335366362597909	Red
C.16.MYC	0.0151513684294229	0.31315378533493	Red
C.14.HSPA1A	0.014940911953061	0.0470383989098365	Red
C.0.LGALS7B	0.0133166841330046	-0.0461673174485433	Blue
C.7.ATP1B3	0.0119421756701451	-0.0239547401855649	Blue
C.10.KLF6	0.0114438616222773	0.632405140898913	Red
C.3.IFI27	0.00176510359574244	0.658973125468358	Red
C.5.IGFBP5	0.00257313912520099	-0.597126341716536	Blue
C.11.IFITM3	0.00451938611331442	0.547039157692173	Red
C.16.SAT1	9.13191942124992e-05	0.541812668924413	Red
C.0.S100A2	0.00284257841631708	0.523955498967901	Red
C.14.GADD45B	0.00320682890301912	0.50087184024363	Red
C.14.FOS	3.02984621197004e-05	0.496080892206517	Red
C.0.IFI27	0.00348166136346452	0.489547781246817	Red
C.7.IFI27	0.00133941410714981	0.481272507364531	Red
