names	A_loading	corrs	color
C.12.HSPA1A	1	-0.22909442432013	Blue
C.12.HSPA1B	1	0.0740580255310294	Red
C.13.FOS	0.0523302506830661	-0.0753485464018678	Blue
C.12.HSPB1	0.0451503516675343	0.0557492135227692	Red
C.13.ZFP36	0.0432899753428381	-0.0805750351696274	Blue
C.16.MGP	0.0348873323467652	0.13980857453757	Red
C.2.MTND1	0.0323999922608456	0.040505287950137	Red
C.5.CXCL14	0.0315297986527626	0.0335366362597909	Red
C.14.HSPA1A	0.031507295427319	0.0470383989098365	Red
C.13.CEBPD	0.0302205723272941	0.0866726053986803	Red
C.3.IFI27	0.00931205377000462	0.658973125468358	Red
C.10.KLF6	0.00914397362722317	0.632405140898913	Red
C.5.IGFBP5	0.00813273183680132	-0.597126341716536	Blue
C.11.IFITM3	0.0107332233225137	0.547039157692173	Red
C.16.SAT1	0.0133203705915335	0.541812668924413	Red
C.0.S100A2	0.00502952059061943	0.523955498967901	Red
C.14.GADD45B	0.000147577676333795	0.50087184024363	Red
C.14.FOS	0.000366762708696662	0.496080892206517	Red
C.0.IFI27	0.0127346156040997	0.489547781246817	Red
C.7.IFI27	0.000898738230199951	0.481272507364531	Red
