names	A_loading	corrs	color
C.3.MT1X	1	0.511760358509796	Red
C.6.MT1X	1	0.572300520069678	Red
C.7.IFI27	0.0406073193405882	0.481272507364531	Red
C.8.MT1X	0.0368170164422307	0.466464122522546	Red
C.5.APOE	0.0331157020257064	0.3558367769383	Red
C.5.MT1X	0.0301576936473362	-0.035714339913024	Blue
C.14.CEBPD	0.0297042172261153	0.114789939573096	Red
C.1.CXCL14	0.0293573907191691	0.0169860884952187	Red
C.13.CRIP1	0.0269629911670679	-0.257628694250626	Blue
C.5.CCL2	0.0268873249973864	-0.40113301292555	Blue
C.3.IFI27	0.0141785176830787	0.658973125468358	Red
C.10.KLF6	0.0170134507088878	0.632405140898913	Red
C.5.IGFBP5	0.0178667409960629	-0.597126341716536	Blue
C.11.IFITM3	0.0131209281000839	0.547039157692173	Red
C.16.SAT1	0.00967424911915643	0.541812668924413	Red
C.0.S100A2	0.0217599531337493	0.523955498967901	Red
C.14.GADD45B	0.0233397416238367	0.50087184024363	Red
C.14.FOS	0.0117383185092994	0.496080892206517	Red
